vintage_period,vintage_timestamp_start,target_quarter,within_quarter_origin,n_monthly_series,n_monthly_obs,factor_order,llf_final,em_iterations,em_tolerance_used,em_maxiter_used,em_convergence_delta_last,llf_path_json,converged_flag,sample_end_period,model_index_generated,model_index_type,model_index_monotonic,row_labels_type,row_labels_monotonic
2005-06,2005-06-01,2005Q2,3,50,557,1,-26326.593348276438,50,2e-06,100,1.9058702902270347e-06,"[-26363.16528752169, -26341.261784542392, -26338.703933801902, -26337.06783847677, -26335.85254522378, -26334.88852724946, -26334.094949235558, -26333.425554691476, -26332.85082105834, -26332.350529682924, -26331.910145744507, -26331.518845960047, -26331.168352147448, -26330.85219739965, -26330.56524189041, -26330.30334116346, -26330.063111906056, -26329.841762396823, -26329.636967191902, -26329.446772854342, -26329.269525945507, -26329.103817281575, -26328.948438268595, -26328.80234633566, -26328.66463730904, -26328.534523142032, -26328.411313819845, -26328.29440254997, -26328.183253559844, -26328.07739198024, -26327.976395409074, -26327.879886838524, -26327.78752869484, -26327.699017791936, -26327.61408103946, -26327.532471776874, -26327.453966629942, -26327.3783628046, -26327.305475749155, -26327.235137127616, -26327.167193057026, -26327.10150256959, -26327.03793626702, -26326.976375139457, -26326.91670952637, -26326.85883819966, -26326.802667552674, -26326.748110881228, -26326.695087744585, -26326.643523396357, -26326.593348276438]",True,2005-05,False,PeriodIndex,True,PeriodIndex,True
2005-07,2005-07-01,2005Q3,1,50,558,1,-26371.602824374895,50,2e-06,100,1.924888074645666e-06,"[-26408.04692351126, -26386.3273489691, -26383.786472289576, -26382.15819140656, -26380.946617166937, -26379.98383691759, -26379.18987153159, -26378.5190085397, -26377.94208911036, -26377.439142665324, -26376.995805761406, -26376.60137472946, -26376.247655561423, -26375.928240938, -26375.638033355193, -26375.372918419773, -26375.12953409129, -26374.905103562098, -26374.697311668184, -26374.504211854066, -26374.324155057504, -26374.155734617634, -26373.997743088723, -26373.849138027756, -26373.709014632615, -26373.576583669543, -26373.451153527014, -26373.332115518624, -26373.21893176626, -26373.111125148534, -26373.0082709143, -26372.9099896477, -26372.81594133703, -26372.725820350548, -26372.639351161473, -26372.556284694943, -26372.476395194302, -26372.399477522216, -26372.32534482833, -26372.253826526547, -26372.184766535087, -26372.11802174062, -26372.053460653606, -26371.990962228057, -26371.93041482249, -26371.871715282912, -26371.81476813153, -26371.759484847033, -26371.705783224945, -26371.653586807537, -26371.602824374895]",True,2005-06,False,PeriodIndex,True,PeriodIndex,True
2005-08,2005-08-01,2005Q3,2,50,559,1,-26396.15435674557,49,2e-06,100,1.9368319982589444e-06,"[-26433.40393663849, -26410.913180948683, -26408.273203261742, -26406.608796467648, -26405.38022724733, -26404.409029703507, -26403.611121352093, -26402.938839774273, -26402.362006139963, -26401.860081586245, -26401.418369227795, -26401.02596032084, -26400.67452904089, -26400.357579785443, -26400.06995368349, -26399.80749228529, -26399.566801064404, -26399.34507874944, -26399.139991463468, -26398.9495781828, -26398.772178588086, -26398.606377239907, -26398.450959858077, -26398.304878709496, -26398.1672249408, -26398.037206268513, -26397.91412884569, -26397.797382415578, -26397.686428074616, -26397.58078812344, -26397.480037600828, -26397.38379718345, -26397.29172720079, -26397.2035225664, -26397.118908465687, -26397.03763667208, -26396.95948238721, -26396.884241520413, -26396.811728338085, -26396.74177342556, -26396.67422191418, -26396.608931934403, -26396.545773261874, -26396.48462612933, -26396.425380180855, -26396.36793354925, -26396.31219203995, -26396.258068407296, -26396.20548171147, -26396.15435674557]",True,2005-07,False,PeriodIndex,True,PeriodIndex,True
2005-09,2005-09-01,2005Q3,3,50,560,1,-26451.960123680936,49,2e-06,100,1.9204452078443284e-06,"[-26488.12418830755, -26466.388853236156, -26463.86260032418, -26462.249554186084, -26461.051911107723, -26460.101731249022, -26459.31922611381, -26458.658864928322, -26458.09163531944, -26457.597681765692, -26457.16273165919, -26456.776154005587, -26456.42981383198, -26456.117352489862, -26455.83371315215, -26455.574815841093, -26455.33732795438, -26455.11849811181, -26454.91603330489, -26454.72800643479, -26454.55278564759, -26454.388979600924, -26454.23539456642, -26454.091000451826, -26453.95490363164, -26453.826325033773, -26453.704582326005, -26453.58907533005, -26453.479273998506, -26453.37470844292, -26453.27496061514, -26453.179657330475, -26453.08846438664, -26453.00108158274, -26452.91723848175, -26452.83669079023, -26452.75921725294, -26452.68461697916, -26452.61270713224, -26452.543320926274, -26452.476305883465, -26452.41152231337, -26452.348841981962, -26452.288146943487, -26452.229328512276, -26452.172286355577, -26452.116927691004, -26452.063166574895, -26452.010923269772, -26451.960123680936]",True,2005-08,False,PeriodIndex,True,PeriodIndex,True
2005-10,2005-10-01,2005Q4,1,50,561,1,-26498.79295082244,49,2e-06,100,1.8998983604636173e-06,"[-26535.302675925996, -26513.15345231461, -26510.616072047953, -26509.004263680392, -26507.810113904372, -26506.86408266509, -26506.085846736347, -26505.42964225824, -26504.86635560305, -26504.376094898347, -26503.944583366014, -26503.56120110929, -26503.217830724454, -26502.908133096695, -26502.62707066848, -26502.37058144347, -26502.135349116783, -26501.918636844992, -26501.71816447288, -26501.53201621571, -26501.358570160417, -26501.196443697532, -26501.044450777594, -26500.901568072055, -26500.766907926172, -26500.63969655249, -26500.519256309766, -26500.404991196792, -26500.296374898113, -26500.19294087109, -26500.094274078045, -26500.00000405308, -26499.909799058543, -26499.82336113634, -26499.74042189816, -26499.660738929233, -26499.58409270361, -26499.510283928314, -26499.439131248317, -26499.37046925661, -26499.3041467631, -26499.24002528387, -26499.177977718966, -26499.117887191736, -26499.059646027366, -26499.003154851292, -26498.948321791726, -26498.89506177234, -26498.843295883547, -26498.79295082244]",True,2005-09,False,PeriodIndex,True,PeriodIndex,True
2005-11,2005-11-01,2005Q4,2,50,562,1,-26524.205721364946,48,2e-06,100,1.9112831954109935e-06,"[-26562.007267006098, -26538.47159589904, -26535.89159654463, -26534.27578114975, -26533.08576892825, -26532.145803953383, -26531.373779801765, -26530.723372002903, -26530.165312591464, -26529.6797025653, -26529.252310670206, -26528.872578052404, -26528.53244911869, -26528.225641815377, -26527.947169241674, -26527.693013572374, -26527.459896696244, -26527.24511466633, -26527.04641561024, -26526.861908037434, -26526.689990890434, -26526.529299452945, -26526.378663015978, -26526.237071390646, -26526.103648163524, -26525.977629150177, -26525.858344898115, -26525.745206373784, -26525.637693175027, -26525.535343762167, -26525.437747314743, -26525.344536906006, -26525.25538375266, -26525.16999234686, -26525.08809631642, -26525.009454889077, -26524.933849860317, -26524.861082982934, -26524.790973711562, -26524.72335724678, -26524.658082833692, -26524.595012276914, -26524.534018640537, -26524.47498510681, -26524.417803971286, -26524.3623757558, -26524.308608423435, -26524.25641668206, -26524.205721364946]",True,2005-10,False,PeriodIndex,True,PeriodIndex,True
2005-12,2005-12-01,2005Q4,3,50,563,1,-26585.16003067931,48,2e-06,100,1.9323210299449415e-06,"[-26623.271376621724, -26599.47327147594, -26596.901026224543, -26595.304664917647, -26594.12353275302, -26593.186255933015, -26592.413550140776, -26591.760619840068, -26591.199053058914, -26590.709446292563, -26590.277861332976, -26589.893914473843, -26589.549654599232, -26589.23886074402, -26588.956579941838, -26588.698811079572, -26588.462281767683, -26588.24428678804, -26588.042568615063, -26587.855227450444, -26587.680652426654, -26587.51746828536, -26587.364493556473, -26587.220707408404, -26587.08522312018, -26586.957266668836, -26586.83615930874, -26586.72130329583, -26586.61217011038, -26586.508290680624, -26586.40924722036, -26586.314666377068, -26586.224213451045, -26586.13758749482, -26586.05451714022, -26585.974757029842, -26585.898084753288, -26585.824298206586, -26585.75321330823, -26585.68466201688, -26585.61849060509, -26585.5545581516, -26585.492735220218, -26585.432902699184, -26585.374950778685, -26585.318778047524, -26585.264290693383, -26585.211401792756, -26585.16003067931]",True,2005-11,False,PeriodIndex,True,PeriodIndex,True
2006-01,2006-01-01,2006Q1,1,50,564,1,-26639.775322346137,49,2e-06,100,1.8949245136995212e-06,"[-26676.031508948803, -26654.075655613626, -26651.569351135044, -26649.977807616684, -26648.797599865415, -26647.861136483807, -26647.08939389091, -26646.437499738, -26645.876954130992, -26645.38829284957, -26644.95754219079, -26644.574300988414, -26644.230612485913, -26643.920257440346, -26643.638288976654, -26643.380714490264, -26643.144271267178, -26642.92626414353, -26642.72444553986, -26642.536925204615, -26642.362101253457, -26642.19860676532, -26642.045267931455, -26641.90107090863, -26641.765135314603, -26641.6366928504, -26641.51506992097, -26641.39967340324, -26641.289978912977, -26641.185521071417, -26641.085885383607, -26640.990701424853, -26640.899637095292, -26640.812393751872, -26640.72870206523, -26640.64831847822, -26640.571022166645, -26640.496612420902, -26640.424906381984, -26640.35573707712, -26640.28895170984, -26640.224410166633, -26640.161983708997, -26640.10155382451, -26640.043011214795, -26639.98625490174, -26639.93119143606, -26639.877734194975, -26639.825802757263, -26639.775322346137]",True,2005-12,False,PeriodIndex,True,PeriodIndex,True
2006-02,2006-02-01,2006Q1,2,50,565,1,-26692.39031481812,49,2e-06,100,1.8995763887369723e-06,"[-26729.19437629151, -26706.816128097158, -26704.272363190474, -26702.667275582095, -26701.47863761718, -26700.53551489199, -26699.757986661658, -26699.10090113692, -26698.535658008215, -26698.042745130668, -26697.608154758207, -26697.221454359373, -26696.874656008244, -26696.561509579384, -26696.277038241464, -26696.017220934627, -26695.778768365984, -26695.558960858638, -26695.355528436874, -26695.166560528767, -26694.99043690801, -26694.825774160898, -26694.67138369185, -26694.526238429116, -26694.389446175635, -26694.26022809362, -26694.13790119651, -26694.021863998376, -26693.911584672456, -26693.80659121958, -26693.70646325789, -26693.610825129686, -26693.51934008475, -26693.431705348543, -26693.347647922285, -26693.266920990744, -26693.18930083793, -26693.1145841885, -26693.04258590813, -26692.973137007382, -26692.906082903457, -26692.841281901798, -26692.778603865783, -26692.717929047933, -26692.659147060134, -26692.60215596415, -26692.54686146617, -26692.49317620192, -26692.44101910068, -26692.39031481812]",True,2006-01,False,PeriodIndex,True,PeriodIndex,True
2006-03,2006-03-01,2006Q1,3,50,566,1,-26730.007980843413,48,2e-06,100,1.9165622280349776e-06,"[-26766.63950893037, -26744.375890613373, -26741.818987027684, -26740.20030502801, -26739.001913260618, -26738.052130212345, -26737.270228112735, -26736.61044853648, -26736.043755118633, -26735.550321285933, -26735.115909506712, -26734.729916704247, -26734.384226415503, -26734.072490245162, -26733.789655282584, -26733.531640949433, -26733.295111006322, -26733.077308523323, -26732.875933847645, -26732.68905271926, -26732.515026002333, -26732.352455215238, -26732.200139800694, -26732.057043248184, -26731.922265977726, -26731.795023447863, -26731.674628341643, -26731.56047596672, -26731.452032209483, -26731.348823535554, -26731.250428641164, -26731.156471445618, -26731.06661518004, -26730.980557377377, -26730.898025607286, -26730.818773830244, -26730.742579268433, -26730.66923971012, -26730.598571179296, -26730.530405914113, -26730.464590607655, -26730.40098487224, -26730.339459894894, -26730.279897256907, -26730.222187894622, -26730.166231182266, -26730.111934120403, -26730.059210616157, -26730.007980843413]",True,2006-02,False,PeriodIndex,True,PeriodIndex,True
2006-04,2006-04-01,2006Q2,1,50,567,1,-26770.26791896538,48,2e-06,100,1.9049560584858926e-06,"[-26806.406844916062, -26784.517987265186, -26782.003753023906, -26780.401849816484, -26779.212678606527, -26778.26887925926, -26777.49130911821, -26776.834918449422, -26776.271025718706, -26775.779997269885, -26775.347707655816, -26774.963622707968, -26774.61967052977, -26774.309532941952, -26774.028178450862, -26773.771542297338, -26773.536300369196, -26773.3197053398, -26773.11946537302, -26772.933652717773, -26772.760633760365, -26772.599014776046, -26772.44759935679, -26772.305354649063, -26772.17138432424, -26772.044906753013, -26771.925237243708, -26771.81177348372, -26771.7039835275, -26771.60139582445, -26771.503590893146, -26771.410194332933, -26771.320870928685, -26771.235319654465, -26771.15326942015, -26771.074475435576, -26770.99871609008, -26770.925790264533, -26770.85551500759, -26770.787723519974, -26770.722263400367, -26770.658995114358, -26770.59779065395, -26770.538532360755, -26770.481111890153, -26770.425429296964, -26770.37139222667, -26770.31891519801, -26770.26791896538]",True,2006-03,False,PeriodIndex,True,PeriodIndex,True
2006-05,2006-05-01,2006Q2,2,50,568,1,-26818.79733111085,48,2e-06,100,1.9195060000107363e-06,"[-26855.191644868253, -26833.19920011098, -26830.63191965416, -26829.00400982214, -26827.8009152886, -26826.8491999753, -26826.066794566625, -26825.40716437009, -26824.840861501998, -26824.34785547103, -26823.9138164421, -26823.52810645171, -26823.18260223414, -26822.870961303925, -26822.58814157836, -26822.330074440764, -26822.09343503538, -26821.87547656698, -26821.67390810062, -26821.4868027356, -26821.31252748448, -26821.149688973557, -26820.9970908768, -26820.853700184132, -26820.718620209813, -26820.591068804777, -26820.47036062936, -26820.35589262459, -26820.247132025237, -26820.14360640845, -26820.044895385116, -26819.950623625144, -26819.86045497345, -26819.77408746243, -26819.69124906572, -26819.61169406781, -26819.535199948063, -26819.461564695892, -26819.390604489592, -26819.32215168244, -26819.256053049856, -26819.19216825916, -26819.13036852956, -26819.070535455583, -26819.012559971085, -26818.95634143486, -26818.90178682129, -26818.848810002648, -26818.79733111085]",True,2006-04,False,PeriodIndex,True,PeriodIndex,True
2006-06,2006-06-01,2006Q2,3,50,569,1,-26861.807199049905,48,2e-06,100,1.9416663379734087e-06,"[-26898.053696241786, -26876.209419529634, -26873.689346560765, -26872.082260063973, -26870.888047510118, -26869.939191889716, -26869.156540711338, -26868.49506737096, -26867.926117989693, -26867.43008381653, -26866.99286003085, -26866.603928912366, -26866.255231357805, -26865.940458908168, -26865.65458725051, -26865.393556726594, -26865.15404663144, -26864.933311672463, -26864.729060938684, -26864.539366712575, -26864.362594700633, -26864.197349930873, -26864.0424343001, -26863.896812909486, -26863.75958711496, -26863.62997276688, -26863.507282501814, -26863.390911227485, -26863.280324146253, -26863.175046811877, -26863.07465682718, -26862.97877687458, -26862.887068836128, -26862.799228809406, -26862.714982863876, -26862.634083412726, -26862.55630609839, -26862.48144710921, -26862.409320859093, -26862.339757974292, -26862.272603541125, -26862.207715575893, -26862.144963685023, -26862.08422788849, -26862.025397583635, -26861.968370630537, -26861.91305254239, -26861.859355767356, -26861.807199049905]",True,2006-05,False,PeriodIndex,True,PeriodIndex,True
2006-07,2006-07-01,2006Q3,1,50,570,1,-26903.780223907987,48,2e-06,100,1.936550098339751e-06,"[-26940.009839132304, -26918.16553067289, -26915.649117095312, -26914.044975007833, -26912.85275989689, -26911.90525967864, -26911.123552969188, -26910.462759874772, -26909.894317941253, -26909.398676055305, -26908.96176640647, -26908.573095484833, -26908.224620292156, -26907.9100432383, -26907.62434743435, -26907.363478343163, -26907.124118819927, -26906.90352606173, -26906.6994109059, -26906.50984686581, -26906.333200515477, -26906.168077494283, -26906.013280129388, -26905.867773824357, -26905.7306601472, -26905.601155097072, -26905.478571415177, -26905.36230408356, -26905.251818358447, -26905.14663983404, -26905.04634614526, -26904.950560001726, -26904.85894331034, -26904.771192192802, -26904.687032743146, -26904.606217400255, -26904.528521833865, -26904.45374226138, -26904.381693127645, -26904.312205091683, -26904.245123274322, -26904.180305727954, -26904.117622096583, -26904.056952438932, -26903.99818619223, -26903.94122125727, -26903.885963188706, -26903.832324476673, -26903.780223907987]",True,2006-06,False,PeriodIndex,True,PeriodIndex,True
2006-08,2006-08-01,2006Q3,2,50,571,1,-26957.73902918916,48,2e-06,100,1.9240846536455874e-06,"[-26994.05131507382, -26972.147380257826, -26969.619864443623, -26968.008064425307, -26966.81050710444, -26965.85931039496, -26965.07506731125, -26964.412562329784, -26963.843000919314, -26963.34666904667, -26962.909382631537, -26962.520564009617, -26962.1721085917, -26961.85767332556, -26961.57220755163, -26961.311631531877, -26961.072609258506, -26960.85238378722, -26960.648655352587, -26960.459489530338, -26960.283246972285, -26960.11852892463, -26959.96413448417, -26959.819026709833, -26959.68230550021, -26959.553185699493, -26959.430979285462, -26959.315080773864, -26959.20495517904, -26959.10012802179, -26959.00017698878, -26958.90472493325, -26958.813433971787, -26958.726000481925, -26958.642150844484, -26958.56163780426, -26958.484237347126, -26958.409746010053, -26958.337978555806, -26958.2687659559, -26958.201953635435, -26958.137399941013, -26958.074974799332, -26958.01455853959, -26957.95604085669, -26957.899319896183, -26957.844301444544, -26957.790898211024, -26957.73902918916]",True,2006-07,False,PeriodIndex,True,PeriodIndex,True
2006-09,2006-09-01,2006Q3,3,50,572,1,-27005.744110422907,48,2e-06,100,1.890806945865253e-06,"[-27042.00644422059, -27020.052014418667, -27017.53494094319, -27015.929089391295, -27014.73609184893, -27013.78876348016, -27013.007979303125, -27012.348664171943, -27011.782100569835, -27011.28861969562, -27010.85406556198, -27010.467878791656, -27010.12196717497, -27009.80999631985, -27009.5269217987, -27009.268668474513, -27009.031903821342, -27008.813873596722, -27008.612280187688, -27008.425190933023, -27008.250967970835, -27008.088213837007, -27007.935728778884, -27007.792476908264, -27007.657559108793, -27007.530191163536, -27007.40968595841, -27007.295438897636, -27007.186915872124, -27007.08364327265, -27006.9851996529, -27006.89120873237, -27006.80133349437, -27006.715271184305, -27006.63274905194, -27006.553520711856, -27006.477363019956, -27006.40407338274, -27006.3334674311, -27006.26537700247, -27006.1996483846, -27006.136140782604, -27006.074724976603, -27006.015282143202, -27005.957702817926, -27005.90188597926, -27005.847738238277, -27005.795173119724, -27005.744110422907]",True,2006-08,False,PeriodIndex,True,PeriodIndex,True
2006-10,2006-10-01,2006Q4,1,50,573,1,-27049.93138757119,48,2e-06,100,1.9026315204923764e-06,"[-27086.307963883846, -27064.276154077743, -27061.758233564895, -27060.153631268415, -27058.960917179145, -27058.013237472314, -27057.231736880876, -27056.571489645263, -27056.00386235601, -27055.50923650022, -27055.073488029142, -27054.68607892765, -27054.33893188605, -27054.02572325126, -27053.741416529687, -27053.481942551494, -27053.243973332093, -27053.02475810796, -27052.82200193523, -27052.633774193084, -27052.458438564656, -27052.2945987359, -27052.141055786335, -27051.99677440212, -27051.860855831008, -27051.732516047938, -27051.611067989048, -27051.49590699228, -27051.386498786153, -27051.282369519904, -27051.183097440502, -27051.08830590727, -27050.997657499698, -27050.910849023912, -27050.827607261883, -27050.747685337752, -27050.670859599264, -27050.596926931314, -27050.525702433275, -27050.457017404206, -27050.390717589333, -27050.326661649186, -27050.264719819228, -27050.204772732966, -27050.146710385707, -27050.09043121984, -27050.035841315446, -27049.982853672234, -27049.93138757119]",True,2006-09,False,PeriodIndex,True,PeriodIndex,True
2006-11,2006-11-01,2006Q4,2,50,574,1,-27117.409546321585,44,2e-06,100,1.920756079434717e-06,"[-27153.72913285529, -27131.13809142845, -27128.629005521456, -27127.034570453157, -27125.853175370663, -27124.91735957322, -27124.147942131633, -27123.49982952162, -27122.944298692488, -27122.461680241937, -27122.037819125395, -27121.662157067796, -27121.326602666046, -27121.02482198255, -27120.751770780946, -27120.50337397353, -27120.276299051027, -27120.06779183852, -27119.87555489877, -27119.697655889686, -27119.532457430312, -27119.378562705624, -27119.23477277832, -27119.100052734677, -27118.97350458156, -27118.85434536205, -27118.741889346107, -27118.635533433375, -27118.534745109304, -27118.439052446643, -27118.34803575772, -27118.261320587248, -27118.178571801305, -27118.099488577238, -27118.023800138337, -27117.951262107545, -27117.88165337777, -27117.81477341555, -27117.75043992992, -27117.688486849933, -27117.628762564465, -27117.57112838551, -27117.5154572025, -27117.461632300852, -27117.409546321585]",True,2006-10,False,PeriodIndex,True,PeriodIndex,True
2006-12,2006-12-01,2006Q4,3,50,575,1,-27137.679813744002,45,2e-06,100,1.8871372006541446e-06,"[-27179.67213110892, -27152.443175860277, -27149.824959271165, -27148.14410945269, -27146.89070609065, -27145.89260766273, -27145.06799136312, -27144.37019786622, -27143.76950943225, -27143.245577880953, -27142.783753896587, -27142.373099440352, -27142.005218924765, -27141.67352704463, -27141.372766957968, -27141.0986805684, -27140.84777567001, -27140.61715720258, -27140.404402316948, -27140.207466186806, -27140.024609890785, -27139.854344443687, -27139.695386842388, -27139.546625180188, -27139.407090694236, -27139.275935173704, -27139.152412555974, -27139.035863824924, -27138.9257045352, -27138.82141444101, -27138.722528823906, -27138.628631201427, -27138.53934716503, -27138.454339147145, -27138.373301956883, -27138.295958954983, -27138.222058762974, -27138.151372420965, -27138.083690923828, -27138.01882307788, -27137.956593630104, -27137.89684163012, -27137.83941899152, -27137.784189224665, -27137.73102631744, -27137.679813744002]",True,2006-11,False,PeriodIndex,True,PeriodIndex,True
2007-01,2007-01-01,2007Q1,1,50,576,1,-27176.35260113977,46,2e-06,100,1.889091265314275e-06,"[-27213.69441244602, -27190.79821067905, -27188.253551878654, -27186.626229652575, -27185.413661387483, -27184.448117891174, -27183.6503521349, -27182.975231216093, -27182.393986699408, -27181.886897448436, -27181.439754075538, -27181.041944129196, -27180.68532372804, -27180.363508859307, -27180.07140785259, -27179.804900823587, -27179.56061298642, -27179.335750246304, -27179.127977428896, -27178.93532646949, -27178.75612612377, -27178.588947432323, -27178.43256090716, -27178.28590256593, -27178.148046729522, -27178.01818404867, -27177.89560361489, -27177.779678291103, -27177.669852602445, -27177.565632678103, -27177.466577848885, -27177.372293589742, -27177.28242556205, -27177.1966545603, -27177.114692206414, -27177.036277265757, -27176.961172482028, -27176.88916184777, -27176.82004824186, -27176.753651377505, -27176.68980601413, -27176.628360394214, -27176.569174872617, -27176.5121207113, -27176.45707901643, -27176.403939798583, -27176.35260113977]",True,2006-12,False,PeriodIndex,True,PeriodIndex,True
2007-02,2007-02-01,2007Q1,2,50,577,1,-27177.703033718288,46,2e-06,100,1.8702538226673153e-06,"[-27218.56589234434, -27193.70168778267, -27190.247713673838, -27188.245200784077, -27186.86410424121, -27185.82033133928, -27184.986099412436, -27184.294425541462, -27183.7062858716, -27183.197019718347, -27182.749997075432, -27182.353405219903, -27181.998500651385, -27181.67859889343, -27181.38845817849, -27181.123884655906, -27180.881468334166, -27180.65839971575, -27180.452338339655, -27180.261315986063, -27180.08366380416, -27179.91795642939, -27179.762968463707, -27179.617640139055, -27179.481049921807, -27179.352392441357, -27179.230960554425, -27179.11613065738, -27179.007350574077, -27178.904129503382, -27178.80602962684, -27178.712659063618, -27178.623665926178, -27178.5387332804, -27178.457574853175, -27178.379931361003, -27178.30556735688, -27178.234268511973, -27178.165839263427, -27178.10010077212, -27178.03688914326, -27177.976053871444, -27177.917456477444, -27177.860969309746, -27177.806474487967, -27177.75386296881, -27177.703033718288]",True,2007-01,False,PeriodIndex,True,PeriodIndex,True
2007-03,2007-03-01,2007Q1,3,50,578,1,-27238.20211033706,46,2e-06,100,1.875540889688045e-06,"[-27274.600196921718, -27252.530728620924, -27250.004222548734, -27248.386755050626, -27247.18204119923, -27246.223488243646, -27245.43209238423, -27244.762788420296, -27244.186847181067, -27243.68458630235, -27243.241837094483, -27242.848027727985, -27242.49505301045, -27242.17656463622, -27241.887503255464, -27241.623777906578, -27241.382039523633, -27241.15951681571, -27240.953894808827, -27240.76322334022, -27240.58584705055, -27240.420351100573, -27240.265518579443, -27240.12029673238, -27239.983769925828, -27239.8551378191, -27239.733697600444, -27239.618829426094, -27239.509984404613, -27239.40667462015, -27239.308464800444, -27239.21496532089, -27239.125826300482, -27239.04073259535, -27238.959399534433, -27238.881569271507, -27238.807007652176, -27238.735501512478, -27238.66685634147, -27238.60089425139, -27238.537452209297, -27238.476380491524, -27238.417541328807, -27238.360807715064, -27238.30606235723, -27238.253196746788, -27238.20211033706]",True,2007-02,False,PeriodIndex,True,PeriodIndex,True
2007-04,2007-04-01,2007Q2,1,50,579,1,-27307.960612336046,45,2e-06,100,1.8766319698574955e-06,"[-27344.28076055359, -27322.081928452466, -27319.569507017964, -27317.96076513629, -27316.76236816986, -27315.808968743666, -27315.022168665764, -27314.357202117088, -27313.785484397547, -27313.287398091747, -27312.848798773994, -27312.4591185346, -27312.110246488388, -27311.795824677247, -27311.51078307523, -27311.25102049319, -27311.013178768844, -27310.794478905173, -27310.59259964889, -27310.405585909186, -27310.23177862296, -27310.069760326274, -27309.91831241703, -27309.77638124508, -27309.643050952494, -27309.51752153398, -27309.39909097564, -27309.287140609536, -27309.181123025413, -27309.080552031828, -27308.984994271377, -27308.89406217994, -27308.8074080449, -27308.724718966885, -27308.64571256886, -27308.570133326073, -27308.497749414557, -27308.428349994658, -27308.36174286109, -27308.297752403058, -27308.236217827718, -27308.176991608176, -27308.119938123476, -27308.06493246353, -27308.01185937605, -27307.960612336046]",True,2007-03,False,PeriodIndex,True,PeriodIndex,True
2007-05,2007-05-01,2007Q2,2,50,580,1,-27341.42003230608,44,2e-06,100,1.8908940436297365e-06,"[-27377.8739855194, -27355.69958343228, -27353.125518289515, -27351.47968912841, -27350.25696356374, -27349.2861810905, -27348.486040571785, -27347.81027803071, -27347.229505717638, -27346.723655104845, -27346.278312984476, -27345.882739605266, -27345.528705479715, -27345.209764554915, -27344.92077717347, -27344.657584445908, -27344.416778784656, -27344.1955379085, -27343.991502107365, -27343.80268180019, -27343.62738679801, -27343.46417142766, -27343.311791443688, -27343.169169832785, -27343.03536941417, -27342.909570694777, -27342.791053829562, -27342.679183819455, -27342.57339828468, -27342.473197302676, -27342.37813491324, -27342.28781197918, -27342.201870155634, -27342.119986771828, -27342.041870467663, -27341.96725745803, -27341.895908321694, -27341.827605230657, -27341.762149550734, -27341.6993597567, -27341.63906961453, -27341.581126591736, -27341.52539046295, -27341.471732083242, -27341.42003230608]",True,2007-04,False,PeriodIndex,True,PeriodIndex,True
2007-06,2007-06-01,2007Q2,3,50,581,1,-27408.17430658012,44,2e-06,100,1.8809581276988152e-06,"[-27444.31022015319, -27422.31313383877, -27419.79215227122, -27418.173639333785, -27416.96584865317, -27416.00379385204, -27415.209155833858, -27414.53716118174, -27413.959186381453, -27413.455563388823, -27413.01209349523, -27412.618154731077, -27412.26558430485, -27411.947975437815, -27411.660212754738, -27411.39815326773, -27411.158400475586, -27410.938140321086, -27410.735019545747, -27410.54705386983, -27410.372557620096, -27410.210089074095, -27410.05840751031, -27409.916439102497, -27409.783249581174, -27409.658022131785, -27409.540039386637, -27409.428668646906, -27409.323349674854, -27409.22358454713, -27409.12892917261, -27409.038986163872, -27408.953398815902, -27408.87184599608, -27408.79403778802, -27408.719711762544, -27408.6486297725, -27408.580575187545, -27408.515350499787, -27408.452775243437, -27408.392684181363, -27408.3349257194, -27408.279360515582, -27408.225860256833, -27408.17430658012]",True,2007-05,False,PeriodIndex,True,PeriodIndex,True
2007-07,2007-07-01,2007Q3,1,50,582,1,-27443.978011699277,44,2e-06,100,1.8873970019634915e-06,"[-27480.148386709414, -27458.159122715755, -27455.631949624025, -27454.010303607047, -27452.799984558875, -27451.835669746994, -27451.038987001913, -27450.36514095481, -27449.78548687553, -27449.280335388736, -27448.83546793987, -27448.44024504843, -27448.086488928246, -27447.767780163274, -27447.47899280784, -27447.215975053918, -27446.9753230341, -27446.7542165201, -27446.55029705948, -27446.361575975618, -27446.186363848872, -27446.023215741916, -27445.870888154088, -27445.728304838427, -27445.59452940099, -27445.46874314876, -27445.35022704108, -27445.238346878803, -27445.13254106984, -27445.03231046063, -27444.937209836255, -27444.846840777194, -27444.760845626028, -27444.678902367286, -27444.600720263043, -27444.526036116797, -27444.454611062414, -27444.386227793944, -27444.32068816697, -27444.257811114585, -27444.1974308309, -27444.139395182545, -27444.083564315544, -27444.02980942998, -27443.978011699277]",True,2007-06,False,PeriodIndex,True,PeriodIndex,True
