vintage_period,vintage_timestamp_start,target_quarter,within_quarter_origin,n_monthly_series,n_monthly_obs,factor_order,llf_final,em_iterations,em_tolerance_used,em_maxiter_used,em_convergence_delta_last,llf_path_json,converged_flag,sample_end_period,model_index_generated,model_index_type,model_index_monotonic,row_labels_type,row_labels_monotonic
2016-05,2016-05-01,2016Q2,2,50,688,1,-31724.643609307015,41,2e-06,100,1.8597709707099702e-06,"[-31757.674673166606, -31737.38217590478, -31735.04846402577, -31733.600955160324, -31732.53721620543, -31731.69439769032, -31730.998302619028, -31730.408034895467, -31729.89818843914, -31729.451667531685, -31729.056308229563, -31728.70309751344, -31728.38515009289, -31728.09707978836, -31727.83459234574, -31727.5942102753, -31727.37308041376, -31727.16883549153, -31726.979492185827, -31726.80337454404, -31726.639055485208, -31726.485311455763, -31726.341086831533, -31726.2054656557, -31726.077648975403, -31725.956936504084, -31725.84271166275, -31725.734429286957, -31725.631605455535, -31725.533809022105, -31725.440654523252, -31725.35179620752, -31725.266922982562, -31725.185754119215, -31725.108035582653, -31725.033536886112, -31724.96204838195, -31724.89337892056, -31724.827353819917, -31724.763813098594, -31724.70260993312, -31724.643609307015]",True,2016-04,False,PeriodIndex,True,PeriodIndex,True
2016-06,2016-06-01,2016Q2,3,50,689,1,-31776.040646942387,41,2e-06,100,1.8594862954609967e-06,"[-31809.054477576214, -31788.754869490163, -31786.421604282146, -31784.976934358034, -31783.916845619555, -31783.077484362035, -31782.38434302901, -31781.79649878428, -31781.288608198607, -31780.843655739125, -31780.449551750018, -31780.097345624963, -31779.780202526446, -31779.492776407045, -31779.23080473818, -31778.990835074765, -31778.770034044646, -31778.566050054542, -31778.37691223659, -31778.200954568223, -31778.036757915135, -31777.883105108165, -31777.73894567332, -31777.603367825777, -31777.47557600695, -31777.354872704134, -31777.240643615693, -31777.13234545581, -31777.02949586075, -31776.931664981923, -31776.838468443137, -31776.749561408742, -31776.66463356227, -31776.5834048357, -31776.505621760953, -31776.431054340068, -31776.3594933496, -31776.29074801028, -31776.22464396541, -31776.161021521097, -31776.09973410943, -31776.040646942387]",True,2016-05,False,PeriodIndex,True,PeriodIndex,True
2016-07,2016-07-01,2016Q3,1,50,690,1,-31819.013364079052,40,2e-06,100,1.9166124576560607e-06,"[-31851.881392252733, -31831.66402349247, -31829.331525925194, -31827.884499717165, -31826.82196410708, -31825.980674978222, -31825.286175447778, -31824.69745706041, -31824.189073091355, -31823.74391807586, -31823.349830841937, -31822.997805629526, -31822.68096543951, -31822.39393199675, -31822.132418059224, -31821.892952155395, -31821.672686212944, -31821.469257251963, -31821.28068557396, -31821.10529831033, -31820.941671030923, -31820.788582487847, -31820.644979088112, -31820.509946687354, -31820.382687970006, -31820.26250414538, -31820.148780015006, -31820.040971699502, -31819.93859648272, -31819.84122435492, -31819.74847093, -31819.659991481298, -31819.575475894177, -31819.49464437417, -31819.41724378142, -31819.34304448697, -31819.27183766597, -31819.20343295823, -31819.137656439336, -31819.074348854898, -31819.013364079052]",True,2016-06,False,PeriodIndex,True,PeriodIndex,True
2016-08,2016-08-01,2016Q3,2,50,691,1,-31871.236473471858,41,2e-06,100,1.8583247943846444e-06,"[-31904.25582853452, -31883.96050040901, -31881.63085668115, -31880.186182344238, -31879.12509840598, -31878.284613845848, -31877.590454338413, -31877.00173667961, -31876.49310304271, -31876.047512946145, -31875.65285373018, -31875.300156395275, -31874.98257209844, -31874.694744297354, -31874.432402615414, -31874.19208871371, -31873.970964761986, -31873.7666757662, -31873.577248240865, -31873.401014129748, -31873.236552703536, -31873.082645529827, -31872.938241123968, -31872.802426884035, -31872.674406583454, -31872.553482157124, -31872.43903884099, -31872.330532957363, -31872.227481806116, -31872.129455246195, -31872.03606864388, -31871.94697693398, -31871.86186959302, -31871.78046636423, -31871.702513605793, -31871.62778115828, -31871.556059647068, -31871.487158150332, -31871.420902176167, -31871.357131901772, -31871.295700635856, -31871.236473471858]",True,2016-07,False,PeriodIndex,True,PeriodIndex,True
2016-09,2016-09-01,2016Q3,3,50,692,1,-31921.708806943996,40,2e-06,100,1.9250283950847105e-06,"[-31954.632330813936, -31934.388311819617, -31932.054095126558, -31930.606315721125, -31929.543306964857, -31928.70155696191, -31928.006520616473, -31927.41717102171, -31926.90806886833, -31926.46212428891, -31926.06719290193, -31925.7142843331, -31925.39653477016, -31925.108576859344, -31924.84613222145, -31924.605736477195, -31924.384547165704, -31924.18020569894, -31923.990735774576, -31923.814467111784, -31923.649977213863, -31923.49604623818, -31923.351621571368, -31923.215789706435, -31923.08775369067, -31922.96681487666, -31922.85235803433, -31922.74383911418, -31922.640775120963, -31922.542735680967, -31922.449335978887, -31922.360230809638, -31922.275109543967, -31922.19369184719, -31922.115724022333, -31922.04097587338, -31921.969238004145, -31921.900319483473, -31921.834045819924, -31921.770257199016, -31921.708806943996]",True,2016-08,False,PeriodIndex,True,PeriodIndex,True
2016-10,2016-10-01,2016Q4,1,50,693,1,-31973.062243166176,40,2e-06,100,1.9237344015687852e-06,"[-32006.079131086924, -31985.748752223113, -31983.41607873428, -31981.96938081065, -31980.9065167735, -31980.06442332336, -31979.368832056396, -31978.778851435076, -31978.269106451684, -31977.822537767766, -31977.427015134715, -31977.073554062554, -31976.75529235464, -31976.46686203892, -31976.203982966872, -31975.963188433045, -31975.74163342605, -31975.53695677058, -31975.34717964515, -31975.170629374443, -31975.005881220277, -31974.851713262586, -31974.707070975957, -31974.571039101982, -31974.44281908924, -31974.32171083463, -31974.207097785067, -31974.09843469024, -31973.995237466104, -31973.897074752465, -31973.80356084064, -31973.714349716818, -31973.629130019843, -31973.54762075276, -31973.4695676193, -31973.394739881245, -31973.322927651745, -31973.25393955561, -31973.187600699508, -31973.1237509051, -31973.062243166176]",True,2016-09,False,PeriodIndex,True,PeriodIndex,True
2016-11,2016-11-01,2016Q4,2,50,694,1,-32027.37781525477,40,2e-06,100,1.9168871710820194e-06,"[-32060.33189274273, -32040.048290425984, -32037.71675702925, -32036.270739050342, -32035.208675865266, -32034.367414477005, -32033.67263024221, -32033.08341671004, -32032.57439796254, -32032.12851678847, -32031.73364511687, -32031.380800206072, -32031.06312129339, -32030.77524169699, -32030.51288252755, -32030.272578361684, -32030.051485508193, -32029.84724414424, -32029.65787681815, -32029.48171222423, -32029.317326977194, -32029.16350047929, -32029.01917948582, -32028.88344996949, -32028.755514554923, -32028.63467425667, -32028.52031357929, -32028.411888269853, -32028.308915182173, -32028.210963835885, -32028.11764934613, -32028.02862646933, -32027.94358456351, -32027.862243302596, -32027.784349015714, -32027.709671547236, -32027.638001552856, -32027.569148162467, -32027.502936952853, -32027.43920818327, -32027.37781525477]",True,2016-10,False,PeriodIndex,True,PeriodIndex,True
2016-12,2016-12-01,2016Q4,3,50,695,1,-32082.766277856885,40,2e-06,100,1.9204654706431068e-06,"[-32115.848997258247, -32095.424678553245, -32093.097650734995, -32091.655199338493, -32090.595862841583, -32089.7566903838, -32089.06349767264, -32088.475483080634, -32087.967352315543, -32087.522112490373, -32087.127686363587, -32086.775131404363, -32086.457618709213, -32086.169806895283, -32085.90743721976, -32085.667060354015, -32085.445845507897, -32085.241443234438, -32085.051884453893, -32084.875504636002, -32084.71088589375, -32084.556812101822, -32084.4122336606, -32084.276239517985, -32084.14803472931, -32084.026922295776, -32083.91228834512, -32083.80358994923, -32083.700345041038, -32083.602124016463, -32083.508542699117, -32083.41925641471, -32083.33395497494, -32083.252358411242, -32083.174213330123, -32083.099289786565, -32083.027378591178, -32082.95828898235, -32082.891846606653, -32082.827891760888, -32082.766277856885]",True,2016-11,False,PeriodIndex,True,PeriodIndex,True
2017-01,2017-01-01,2017Q1,1,50,696,1,-32133.094840931168,40,2e-06,100,1.9048085105379222e-06,"[-32166.093662784468, -32145.747279959713, -32143.420571353632, -32141.977371543442, -32140.917162885893, -32140.07719196933, -32139.383323524125, -32138.794762659014, -32138.286209101454, -32137.840660236347, -32137.446028242965, -32137.093360157272, -32136.775817150476, -32136.48804855649, -32136.225787036336, -32135.985575358, -32135.764575506455, -32135.56043146243, -32135.371168193302, -32135.195115797862, -32135.03085156005, -32134.877155026526, -32134.732972730057, -32134.59739017184, -32134.469609343592, -32134.348930530297, -32134.234737457507, -32134.126485077963, -32134.023689460082, -32133.925919363744, -32133.832789181248, -32133.743952990102, -32133.6590995174, -32133.57794785586, -32133.50024380329, -32133.42575672164, -32133.354276831342, -32133.285612871878, -32133.219590071898, -32133.156048381985, -32133.094840931168]",True,2016-12,False,PeriodIndex,True,PeriodIndex,True
2017-02,2017-02-01,2017Q1,2,50,697,1,-32188.8085946075,40,2e-06,100,1.8918330063387887e-06,"[-32222.169615069, -32201.436908783915, -32199.10452916458, -32197.662089376645, -32196.60352751208, -32195.765223391427, -32195.072904120192, -32194.485770166364, -32193.97853843149, -32193.534224007373, -32193.140753587977, -32192.789185380654, -32192.472688942093, -32192.185919833268, -32191.924615330143, -32191.68532164017, -32191.46520334613, -32191.261906433236, -32191.073457460712, -32190.898187836152, -32190.734675960797, -32190.581702370946, -32190.438214505142, -32190.303298716124, -32190.176157812508, -32190.05609287404, -32189.94248840658, -32189.834800133132, -32189.732544884388, -32189.63529217529, -32189.542657145674, -32189.45429461232, -32189.369894032192, -32189.2891752173, -32189.21188467295, -32189.13779245561, -32189.06668946623, -32188.99838510985, -32188.93270526497, -32188.869490515637, -32188.8085946075]",True,2017-01,False,PeriodIndex,True,PeriodIndex,True
2017-03,2017-03-01,2017Q1,3,50,698,1,-32258.06014610601,39,2e-06,100,1.9166205487656085e-06,"[-32291.335434768844, -32270.499787495322, -32268.179934821183, -32266.74487158695, -32265.692385832852, -32264.85969298657, -32264.172699927665, -32263.590649600774, -32263.0882731895, -32262.64859488808, -32262.259550068207, -32261.91220599567, -32261.599741623635, -32261.31682205255, -32261.05919405201, -32260.823413127568, -32260.606652856197, -32260.406567840044, -32260.221192833134, -32260.048866992085, -32259.88817601391, -32259.73790728122, -32259.597014641342, -32259.464590435375, -32259.33984306036, -32259.222078806913, -32259.110687037362, -32259.005128000084, -32258.904922742848, -32258.80964471135, -32258.718912710938, -32258.632384978453, -32258.549754164087, -32258.470743063706, -32258.395100973146, -32258.32260056113, -32258.253035176363, -32258.186216519905, -32258.1219726262, -32258.06014610601]",True,2017-02,False,PeriodIndex,True,PeriodIndex,True
2017-04,2017-04-01,2017Q2,1,50,699,1,-32311.6360776822,39,2e-06,100,1.8960716566473822e-06,"[-32344.606794734056, -32324.049582092066, -32321.730107112595, -32320.29556690278, -32319.24371828524, -32318.411712386798, -32317.72542844808, -32317.14409980926, -32316.64245438933, -32316.20351500743, -32315.815216121584, -32315.46862412533, -32315.156917029577, -32314.87475890275, -32314.617895401956, -32314.38288085941, -32314.166887641353, -32313.96756912601, -32313.782958853175, -32313.61139479531, -32313.45146151229, -32313.301945310217, -32313.16179903053, -32313.030114086003, -32312.90609802703, -32312.789056381087, -32312.67837783075, -32312.573522026418, -32312.474009496927, -32312.379413244522, -32312.289351702395, -32312.20348280197, -32312.121498950106, -32312.0431227565, -32311.968103383308, -32311.896213413358, -32311.82724615273, -32311.761013298885, -32311.69734291763, -32311.6360776822]",True,2017-03,False,PeriodIndex,True,PeriodIndex,True
2017-05,2017-05-01,2017Q2,2,50,700,1,-32366.24141696038,39,2e-06,100,1.9037288572104649e-06,"[-32399.231938499142, -32378.690388211937, -32376.361212455093, -32374.922974905, -32373.869366103994, -32373.036290426393, -32372.349191087415, -32371.767135520644, -32371.26478818783, -32370.825149626737, -32370.436148691137, -32370.088852604502, -32369.776442317372, -32369.493585171687, -32369.236029764368, -32369.00033284006, -32368.783668648146, -32368.58369198672, -32368.39843743328, -32368.22624369184, -32368.065695812005, -32367.915580399887, -32367.77485044837, -32367.642597405465, -32367.518028765848, -32367.400449930166, -32367.28924939866, -32367.183886596216, -32367.083881792834, -32366.988807706435, -32366.89828246673, -32366.81196368765, -32366.729543448633, -32366.650744025465, -32366.575314242626, -32366.50302634373, -32366.43367329598, -32366.367066459752, -32366.303033566815, -32366.24141696038]",True,2017-04,False,PeriodIndex,True,PeriodIndex,True
2017-06,2017-06-01,2017Q2,3,50,701,1,-32399.968375648685,39,2e-06,100,1.9147812326290503e-06,"[-32432.912755296755, -32412.43014678966, -32410.111501742496, -32408.67756135523, -32407.62567120749, -32406.793008288252, -32406.105596295427, -32405.522806268433, -32405.01947415233, -32404.578702439572, -32404.188483148446, -32403.83992408288, -32403.5262331116, -32403.242095911235, -32402.983273816255, -32402.746332528775, -32402.528452621547, -32402.32729333096, -32402.140892294305, -32401.967590250155, -32401.805973510418, -32401.654829356314, -32401.51311100682, -32401.379909791485, -32401.254432822076, -32401.13598491387, -32401.023953827702, -32400.917798133018, -32400.81703715848, -32400.72124261866, -32400.630031596942, -32400.54306063321, -32400.46002071734, -32400.38063302978, -32400.30464530173, -32400.231828691845, -32400.16197509564, -32400.094894818998, -32400.030414559464, -32399.968375648685]",True,2017-05,False,PeriodIndex,True,PeriodIndex,True
2017-07,2017-07-01,2017Q3,1,50,702,1,-32445.595119605307,39,2e-06,100,1.908552965778813e-06,"[-32478.4444939967, -32458.040148492488, -32455.73149580841, -32454.300676739753, -32453.24973500629, -32452.417264129494, -32451.72978677923, -32451.14686160424, -32450.643395687868, -32450.20251696501, -32449.812224549292, -32449.463626007026, -32449.149926206912, -32448.865806990638, -32448.607025829075, -32448.370144850935, -32448.152341449906, -32447.95127208856, -32447.76497200817, -32447.591779888062, -32447.430280274766, -32447.279258937626, -32447.137667801253, -32447.004597087158, -32446.87925295868, -32446.760939419484, -32446.649043536287, -32446.543023285594, -32446.442397490267, -32446.346737434404, -32446.255659836104, -32446.16882092646, -32446.085911435595, -32446.006652326825, -32445.93079115131, -32445.858098919918, -32445.78836740848, -32445.721406827688, -32445.65704380119, -32445.595119605307]",True,2017-06,False,PeriodIndex,True,PeriodIndex,True
2017-08,2017-08-01,2017Q3,2,50,703,1,-32503.50048752335,39,2e-06,100,1.8928948565431526e-06,"[-32536.434184648988, -32515.935068599178, -32513.621748714617, -32512.190328941673, -32511.13966355554, -32510.307708816195, -32509.620798739714, -32509.038432168807, -32508.53549980931, -32508.095128390898, -32507.70532073877, -32507.35718919948, -32507.04394309229, -32506.760267950856, -32506.501924131, -32506.265475928503, -32506.04810231266, -32505.847460853925, -32505.661587540835, -32505.488821527004, -32505.3277476297, -32505.177151739466, -32505.03598579413, -32504.90333995202, -32504.778420260896, -32504.660530574405, -32504.54905778829, -32504.443459697046, -32504.34325493781, -32504.248014610486, -32504.15735525426, -32504.07093292915, -32503.98843820375, -32503.909591890402, -32503.834141400435, -32503.761857616206, -32503.692532196274, -32503.625975245035, -32503.562013290473, -32503.50048752335]",True,2017-07,False,PeriodIndex,True,PeriodIndex,True
