state_period,global,demand,financial,housing,labor,prices,real_activity,vintage_period,target_quarter,state_kind
2006-03,0.03647855217566299,0.07778197492782776,1.0483908291022814,1.4999642912805367,-0.05393460243092031,1.6038621287199666,0.4652729256201198,2006-05,2006Q2,previous_vintage_smoothed
2006-05,-0.4229805250652213,-0.30467961567100516,0.9061509042697975,1.7435974305733133,0.08877007632583045,-0.7753993984741607,-0.23151876702332494,2006-06,2006Q2,current_smoothed
2006-04,0.11614158292424805,-0.24052740411817716,1.0117672908894904,1.191099213801482,0.016649591437141967,1.0936098232016918,0.7717145257759542,2006-06,2006Q2,previous_vintage_smoothed
2006-06,0.08921333036508584,-0.5479697797719453,0.860963255204913,1.196203526337825,-0.1414328045288958,-1.2594787743271771,0.8215423164785582,2006-07,2006Q3,current_smoothed
2006-05,-0.4229805250652213,-0.30467961567100516,0.9061509042697975,1.7435974305733133,0.08877007632583045,-0.7753993984741607,-0.23151876702332494,2006-07,2006Q3,previous_vintage_smoothed
2006-07,-0.08859290718150323,0.3556648551863459,0.9863580737141586,1.1323638325620773,-0.2895971896832685,1.254174506830494,-0.1770955323552904,2006-08,2006Q3,current_smoothed
2006-06,0.08921333036508584,-0.5479697797719453,0.860963255204913,1.196203526337825,-0.1414328045288958,-1.2594787743271771,0.8215423164785582,2006-08,2006Q3,previous_vintage_smoothed
2006-08,-0.5640726854787634,-0.21502905582783574,0.9465848266363607,1.035337305795745,-0.13632130185698949,-0.8538511965223995,0.08055987498927554,2006-09,2006Q3,current_smoothed
2006-07,-0.08859290718150323,0.3556648551863459,0.9863580737141586,1.1323638325620773,-0.2895971896832685,1.254174506830494,-0.1770955323552904,2006-09,2006Q3,previous_vintage_smoothed
2006-09,-0.011588264384325957,-0.5579395373610198,0.9263128333824422,1.0132420187489573,-0.5523563222559791,-3.7961053824899174,-1.255112462236455,2006-10,2006Q4,current_smoothed
2006-08,-0.5640726854787634,-0.21502905582783574,0.9465848266363607,1.035337305795745,-0.13632130185698949,-0.8538511965223995,0.08055987498927554,2006-10,2006Q4,previous_vintage_smoothed
2006-10,-0.2962041256031257,-0.1341923251096095,0.8586616742518935,0.3244889939995467,-0.18223422754248855,0.29697605763277013,-0.7033910391058722,2006-11,2006Q4,current_smoothed
2006-09,-0.011588264384325957,-0.5579395373610198,0.9263128333824422,1.0132420187489573,-0.5523563222559791,-3.7961053824899174,-1.255112462236455,2006-11,2006Q4,previous_vintage_smoothed
2006-11,-0.391789392490999,0.264633383818703,0.8597396369887134,0.6897418715705239,0.024392747390881906,2.452068288976447,0.45281611191625726,2006-12,2006Q4,current_smoothed
2006-10,-0.2962041256031257,-0.1341923251096095,0.8586616742518935,0.3244889939995467,-0.18223422754248855,0.29697605763277013,-0.7033910391058722,2006-12,2006Q4,previous_vintage_smoothed
2006-12,0.12485072724946761,0.20008725571487437,0.8273980851090805,0.5786782628343556,-0.22893507371921643,2.416047645199152,0.6748592914740995,2007-01,2007Q1,current_smoothed
2006-11,-0.391789392490999,0.264633383818703,0.8597396369887134,0.6897418715705239,0.024392747390881906,2.452068288976447,0.45281611191625726,2007-01,2007Q1,previous_vintage_smoothed
2007-01,-0.8621764329791207,-0.5367554561828148,0.6937590897906996,0.39639939290150666,-0.04324598752590417,-1.620754858186581,-0.9476918951837784,2007-02,2007Q1,current_smoothed
2006-12,0.12485072724946761,0.20008725571487437,0.8273980851090805,0.5786782628343556,-0.22893507371921643,2.416047645199152,0.6748592914740995,2007-02,2007Q1,previous_vintage_smoothed
2007-02,-0.5306669499041081,-0.22269363630867323,0.6579244518627853,0.6350938277797651,0.16471784047505858,1.2705003235819161,0.8961130477551483,2007-03,2007Q1,current_smoothed
2007-01,-0.8621764329791207,-0.5367554561828148,0.6937590897906996,0.39639939290150666,-0.04324598752590417,-1.620754858186581,-0.9476918951837784,2007-03,2007Q1,previous_vintage_smoothed
2007-03,0.17256961021279113,-0.21295480777763773,0.6624532526728464,0.25714079783705407,-0.2955765969968481,0.9756983054367262,0.5121823648655921,2007-04,2007Q2,current_smoothed
2007-02,-0.5306669499041081,-0.22269363630867323,0.6579244518627853,0.6350938277797651,0.16471784047505858,1.2705003235819161,0.8961130477551483,2007-04,2007Q2,previous_vintage_smoothed
2007-04,0.026607607594927106,-0.5579869532828916,0.5101023076307998,0.376238295855339,-0.5526295136390917,-0.8187424431326414,0.39234711089563756,2007-05,2007Q2,current_smoothed
2007-03,0.17256961021279113,-0.21295480777763773,0.6624532526728464,0.25714079783705407,-0.2955765969968481,0.9756983054367262,0.5121823648655921,2007-05,2007Q2,previous_vintage_smoothed
2007-05,-0.375457856276763,0.14288926628231116,0.425703320338629,0.4182373169626132,-0.3090105451318513,1.1590693615160994,0.027881220131634254,2007-06,2007Q2,current_smoothed
2007-04,0.026607607594927106,-0.5579869532828916,0.5101023076307998,0.376238295855339,-0.5526295136390917,-0.8187424431326414,0.39234711089563756,2007-06,2007Q2,previous_vintage_smoothed
2007-06,-0.022634620755488454,-0.9994213467894999,0.28755300899453984,0.2129268978102276,-0.1369170259838085,-2.258869708372501,0.6235831703612558,2007-07,2007Q3,current_smoothed
2007-05,-0.375457856276763,0.14288926628231116,0.425703320338629,0.4182373169626132,-0.3090105451318513,1.1590693615160994,0.027881220131634254,2007-07,2007Q3,previous_vintage_smoothed
2007-07,0.23421204699057974,0.13929635146480007,0.25074698037356663,-0.22336107318180265,-0.6844781990464526,-0.2872720192491976,0.3182119690902645,2007-08,2007Q3,current_smoothed
2007-06,-0.022634620755488454,-0.9994213467894999,0.28755300899453984,0.2129268978102276,-0.1369170259838085,-2.258869708372501,0.6235831703612558,2007-08,2007Q3,previous_vintage_smoothed
2007-08,-0.5825525822264022,0.03930304144226489,-0.06627811907285862,0.03651633650387228,-0.6154618783487589,-1.2544677209927342,-0.37047064123939966,2007-09,2007Q3,current_smoothed
2007-07,0.23421204699057974,0.13929635146480007,0.25074698037356663,-0.22336107318180265,-0.6844781990464526,-0.2872720192491976,0.3182119690902645,2007-09,2007Q3,previous_vintage_smoothed
2007-09,-0.5784435207715579,-0.04518275624455786,-0.0640596400138291,-0.48384856222639827,-0.16823638451073553,2.0011009101512838,0.28756025895913057,2007-10,2007Q4,current_smoothed
2007-08,-0.5825525822264022,0.03930304144226489,-0.06627811907285862,0.03651633650387228,-0.6154618783487589,-1.2544677209927342,-0.37047064123939966,2007-10,2007Q4,previous_vintage_smoothed
2007-10,-0.519865001257967,-0.345094946286989,-0.17050513274560697,-0.38549613349254114,-0.11273308321321229,0.10120035082996338,-0.661156784112339,2007-11,2007Q4,current_smoothed
2007-09,-0.5784435207715579,-0.04518275624455786,-0.0640596400138291,-0.48384856222639827,-0.16823638451073553,2.0011009101512838,0.28756025895913057,2007-11,2007Q4,previous_vintage_smoothed
2007-11,-0.5797861208305184,0.45161546553399967,-0.4288963025875233,-0.523895042480532,0.17354974730890516,2.369701746409007,0.9527650725221163,2007-12,2007Q4,current_smoothed
2007-10,-0.519865001257967,-0.345094946286989,-0.17050513274560697,-0.38549613349254114,-0.11273308321321229,0.10120035082996338,-0.661156784112339,2007-12,2007Q4,previous_vintage_smoothed
2007-12,-0.8145786919050524,-0.4842441045678586,-0.5880444979997566,-1.1702654517835602,-0.062618456152329,-2.422094329100779,0.4271684804406989,2008-01,2008Q1,current_smoothed
2007-11,-0.5797861208305184,0.45161546553399967,-0.4288963025875233,-0.523895042480532,0.17354974730890516,2.369701746409007,0.9527650725221163,2008-01,2008Q1,previous_vintage_smoothed
2008-01,-0.7245451351259004,-0.06786388642700014,-0.7668554982222642,-1.1501713757154552,-0.23374533927421337,0.27403145023038344,0.4546685598794495,2008-02,2008Q1,current_smoothed
2007-12,-0.8145786919050524,-0.4842441045678586,-0.5880444979997566,-1.1702654517835602,-0.062618456152329,-2.422094329100779,0.4271684804406989,2008-02,2008Q1,previous_vintage_smoothed
2008-02,-0.748677844319246,-0.7728616964426644,-1.6574102823193329,-0.9284551434983568,-0.3780156735061448,-1.4137072554731773,-0.09108441075261449,2008-03,2008Q1,current_smoothed
2008-01,-0.7245451351259004,-0.06786388642700014,-0.7668554982222642,-1.1501713757154552,-0.23374533927421337,0.27403145023038344,0.4546685598794495,2008-03,2008Q1,previous_vintage_smoothed
2008-03,-1.110593738865799,0.09032198167194586,-1.8880155387764979,-1.312796593736366,-0.08397187082850696,1.3745862300315135,1.013651822909838,2008-04,2008Q2,current_smoothed
2008-02,-0.748677844319246,-0.7728616964426644,-1.6574102823193329,-0.9284551434983568,-0.3780156735061448,-1.4137072554731773,-0.09108441075261449,2008-04,2008Q2,previous_vintage_smoothed
2008-04,-0.9650091889989153,-0.4811317460296703,-1.8875468409971459,-0.953610729645191,-0.4754172941244186,-0.6125859339135248,-0.9386519360830652,2008-05,2008Q2,current_smoothed
2008-03,-1.110593738865799,0.09032198167194586,-1.8880155387764979,-1.312796593736366,-0.08397187082850696,1.3745862300315135,1.013651822909838,2008-05,2008Q2,previous_vintage_smoothed
2008-05,-0.4855180647005802,0.1869788612723676,-1.8718051874166557,-1.4722999157762982,-0.796146214584978,1.8692240668361577,0.0336419320302229,2008-06,2008Q2,current_smoothed
2008-04,-0.9650091889989153,-0.4811317460296703,-1.8875468409971459,-0.953610729645191,-0.4754172941244186,-0.6125859339135248,-0.9386519360830652,2008-06,2008Q2,previous_vintage_smoothed
2008-06,-0.2866068269633741,-0.2809300378679684,-1.6566722666571532,-1.1071983129992624,-1.0763563037914596,1.9281480337936892,0.2175037184025678,2008-07,2008Q3,current_smoothed
2008-05,-0.4855180647005802,0.1869788612723676,-1.8718051874166557,-1.4722999157762982,-0.796146214584978,1.8692240668361577,0.0336419320302229,2008-07,2008Q3,previous_vintage_smoothed
2008-07,-0.9027690904646757,-0.5647313055720241,-1.566114599559554,-1.2806431271651455,-0.49602793307456244,-1.071108257658371,1.3906539438389223,2008-08,2008Q3,current_smoothed
2008-06,-0.2866068269633741,-0.2809300378679684,-1.6566722666571532,-1.1071983129992624,-1.0763563037914596,1.9281480337936892,0.2175037184025678,2008-08,2008Q3,previous_vintage_smoothed
2008-08,-1.435987771892996,-0.36824442596161744,-1.3318143632720971,-1.3603051498160676,-0.34339384608351164,-4.00008616583563,-0.7040960597052315,2008-09,2008Q3,current_smoothed
2008-07,-0.9027690904646757,-0.5647313055720241,-1.566114599559554,-1.2806431271651455,-0.49602793307456244,-1.071108257658371,1.3906539438389223,2008-09,2008Q3,previous_vintage_smoothed
2008-09,-2.7028989997122754,-0.3975401891861301,-1.4080740034645496,-1.0996167051893624,0.6268731970233854,0.7097965774614828,-2.154367435407544,2008-10,2008Q4,current_smoothed
2008-08,-1.435987771892996,-0.36824442596161744,-1.3318143632720971,-1.3603051498160676,-0.34339384608351164,-4.00008616583563,-0.7040960597052315,2008-10,2008Q4,previous_vintage_smoothed
2008-10,-1.6159753060329416,-1.6261766492060081,-2.118256678164924,-1.8408322393956746,-0.4817566919853565,-4.1751986565899735,2.5897527743577795,2008-11,2008Q4,current_smoothed
2008-09,-2.7028989997122754,-0.3975401891861301,-1.4080740034645496,-1.0996167051893624,0.6268731970233854,0.7097965774614828,-2.154367435407544,2008-11,2008Q4,previous_vintage_smoothed
2008-11,-2.2079297046928943,-0.37344782758964423,-2.618386348486564,-2.6009798181664983,-0.9179961269321381,-3.155087871668563,-0.3847439763831428,2008-12,2008Q4,current_smoothed
2008-10,-1.6159753060329416,-1.6261766492060081,-2.118256678164924,-1.8408322393956746,-0.4817566919853565,-4.1751986565899735,2.5897527743577795,2008-12,2008Q4,previous_vintage_smoothed
2008-12,-3.6863233124269645,-0.7546374639318287,-2.2852471091876896,-2.369264098098766,-0.847822599003055,4.336960377823925,-0.17560620625750614,2009-01,2009Q1,current_smoothed
2008-11,-2.2079297046928943,-0.37344782758964423,-2.618386348486564,-2.6009798181664983,-0.9179961269321381,-3.155087871668563,-0.3847439763831428,2009-01,2009Q1,previous_vintage_smoothed
2009-01,-4.2994120156481594,1.1135597217685527,-1.5403074002912274,-2.6663466521341777,-0.7764540538389485,5.368790933166402,0.3923078050483618,2009-02,2009Q1,current_smoothed
2008-12,-3.6863233124269645,-0.7546374639318287,-2.2852471091876896,-2.369264098098766,-0.847822599003055,4.336960377823925,-0.17560620625750614,2009-02,2009Q1,previous_vintage_smoothed
2009-02,-2.5832334767549483,0.3694963704927831,-0.932338697165989,-2.53399795258927,-2.052913860583377,0.6324909613386807,1.4396612007511265,2009-03,2009Q1,current_smoothed
2009-01,-4.2994120156481594,1.1135597217685527,-1.5403074002912274,-2.6663466521341777,-0.7764540538389485,5.368790933166402,0.3923078050483618,2009-03,2009Q1,previous_vintage_smoothed
2009-03,-2.98162980376618,-0.41523751197623276,-0.8447018333602024,-2.877554711913606,-2.3345749556069793,-2.0345847319845136,0.1838500109471811,2009-04,2009Q2,current_smoothed
2009-02,-2.5832334767549483,0.3694963704927831,-0.932338697165989,-2.53399795258927,-2.052913860583377,0.6324909613386807,1.4396612007511265,2009-04,2009Q2,previous_vintage_smoothed
2009-04,-2.360660682615549,0.025121816554054942,0.9618332039193176,-3.5771582513455344,-2.717199134971388,0.6809695590556645,1.9249285298384822,2009-05,2009Q2,current_smoothed
2009-03,-2.98162980376618,-0.41523751197623276,-0.8447018333602024,-2.877554711913606,-2.3345749556069793,-2.0345847319845136,0.1838500109471811,2009-05,2009Q2,previous_vintage_smoothed
2009-05,-1.3907156587339071,0.28566984690228686,0.3774167748269392,-3.363816773556824,-3.4263992122229414,0.5318063890464678,-0.4946742112309525,2009-06,2009Q2,current_smoothed
2009-04,-2.360660682615549,0.025121816554054942,0.9618332039193176,-3.5771582513455344,-2.717199134971388,0.6809695590556645,1.9249285298384822,2009-06,2009Q2,previous_vintage_smoothed
2009-06,-1.1795670859472223,0.3519226854874872,-0.04783124749830375,-3.100151972044681,-3.6020846318784745,2.945167489351583,-0.039728074125773845,2009-07,2009Q3,current_smoothed
2009-05,-1.3907156587339071,0.28566984690228686,0.3774167748269392,-3.363816773556824,-3.4263992122229414,0.5318063890464678,-0.4946742112309525,2009-07,2009Q3,previous_vintage_smoothed
2009-07,-0.1416071283804871,-0.28116019721530133,-0.43729874911193145,-3.6607574334114714,-3.256802780296325,-3.278744086231816,1.4156751005021162,2009-08,2009Q3,current_smoothed
2009-06,-1.1795670859472223,0.3519226854874872,-0.04783124749830375,-3.100151972044681,-3.6020846318784745,2.945167489351583,-0.039728074125773845,2009-08,2009Q3,previous_vintage_smoothed
2009-08,-0.15889985960645106,1.0890248301977166,-0.8513536789759674,-3.478555012926348,-3.008217178110062,1.9060327806005193,1.030823911914308,2009-09,2009Q3,current_smoothed
2009-07,-0.1416071283804871,-0.28116019721530133,-0.43729874911193145,-3.6607574334114714,-3.256802780296325,-3.278744086231816,1.4156751005021162,2009-09,2009Q3,previous_vintage_smoothed
2009-09,-0.26511221412409947,-1.5809438003248037,-0.8238577105097077,-3.4231275942857593,-3.0297555740027695,-1.2282006714753682,1.5788958876999735,2009-10,2009Q4,current_smoothed
2009-08,-0.15889985960645106,1.0890248301977166,-0.8513536789759674,-3.478555012926348,-3.008217178110062,1.9060327806005193,1.030823911914308,2009-10,2009Q4,previous_vintage_smoothed
2009-10,-0.6832463276225661,0.5071212023147957,-0.49208983031419257,-3.5625303517676343,-2.5477901023085203,0.6158270508017345,0.2811405054199298,2009-11,2009Q4,current_smoothed
2009-09,-0.26511221412409947,-1.5809438003248037,-0.8238577105097077,-3.4231275942857593,-3.0297555740027695,-1.2282006714753682,1.5788958876999735,2009-11,2009Q4,previous_vintage_smoothed
2009-11,0.4763966172628775,0.22965855277059835,-0.42215748831685806,-3.774176204094587,-2.543450404557529,0.5326670301469677,0.9214784735025295,2009-12,2009Q4,current_smoothed
2009-10,-0.6832463276225661,0.5071212023147957,-0.49208983031419257,-3.5625303517676343,-2.5477901023085203,0.6158270508017345,0.2811405054199298,2009-12,2009Q4,previous_vintage_smoothed
2009-12,-0.20751482305923888,-0.25836332620948343,-0.09116615550909125,-3.3961622067436905,-2.0485360089193687,-1.238753595132397,-0.24548289543323082,2010-01,2010Q1,current_smoothed
2009-11,0.4763966172628775,0.22965855277059835,-0.42215748831685806,-3.774176204094587,-2.543450404557529,0.5326670301469677,0.9214784735025295,2010-01,2010Q1,previous_vintage_smoothed
2010-01,0.44001448179406955,-0.1515031103017219,-0.32717756190051,-3.459540081222988,-1.758255031922357,0.39233948886667275,0.7811852568933219,2010-02,2010Q1,current_smoothed
2009-12,-0.20751482305923888,-0.25836332620948343,-0.09116615550909125,-3.3961622067436905,-2.0485360089193687,-1.238753595132397,-0.24548289543323082,2010-02,2010Q1,previous_vintage_smoothed
2010-02,-0.19301239366558273,-0.020928147061387233,0.04701907160393108,-3.17690289752811,-1.2491091380244241,-1.1094921230163806,-0.45565216571065037,2010-03,2010Q1,current_smoothed
2010-01,0.44001448179406955,-0.1515031103017219,-0.32717756190051,-3.459540081222988,-1.758255031922357,0.39233948886667275,0.7811852568933219,2010-03,2010Q1,previous_vintage_smoothed
2010-03,0.5304755061296496,0.6989219800657587,-0.24073848688541444,-3.183660168691239,-1.0296711015010778,0.31021918610406446,0.4480351515690044,2010-04,2010Q2,current_smoothed
2010-02,-0.19301239366558273,-0.020928147061387233,0.04701907160393108,-3.17690289752811,-1.2491091380244241,-1.1094921230163806,-0.45565216571065037,2010-04,2010Q2,previous_vintage_smoothed
2010-04,1.1089212682036074,-0.6535907837429628,-0.2693889530732018,-3.1938183912802223,-0.8684169953946752,-0.6819827934398843,0.023502572742550992,2010-05,2010Q2,current_smoothed
2010-03,0.5304755061296496,0.6989219800657587,-0.24073848688541444,-3.183660168691239,-1.0296711015010778,0.31021918610406446,0.4480351515690044,2010-05,2010Q2,previous_vintage_smoothed
2010-05,0.8326785297819317,-1.0181618029265909,-0.6897097286741004,-3.5276360232758326,-0.32010691750808096,-0.46825735355766596,0.5866257724021959,2010-06,2010Q2,current_smoothed
2010-04,1.1089212682036074,-0.6535907837429628,-0.2693889530732018,-3.1938183912802223,-0.8684169953946752,-0.6819827934398843,0.023502572742550992,2010-06,2010Q2,previous_vintage_smoothed
2010-06,-0.28678213096708444,-0.618401242649299,-0.20971584983822633,-3.1792123871780036,-0.399676670711006,0.20953920435630127,-0.7524524770152554,2010-07,2010Q3,current_smoothed
2010-05,0.8326785297819317,-1.0181618029265909,-0.6897097286741004,-3.5276360232758326,-0.32010691750808096,-0.46825735355766596,0.5866257724021959,2010-07,2010Q3,previous_vintage_smoothed
2010-07,0.013899462908304839,-0.06008499833035462,-0.5913029758542226,-3.3382824932341246,-0.48620974087525476,1.9097299696878274,1.6119460376062134,2010-08,2010Q3,current_smoothed
2010-06,-0.28678213096708444,-0.618401242649299,-0.20971584983822633,-3.1792123871780036,-0.399676670711006,0.20953920435630127,-0.7524524770152554,2010-08,2010Q3,previous_vintage_smoothed
2010-08,-0.23592361357946504,-0.011857197983608469,-0.7541211928193613,-2.8565797733350946,-0.3156270233712893,-0.14524909196934438,0.26315567601913004,2010-09,2010Q3,current_smoothed
2010-07,0.013899462908304839,-0.06008499833035462,-0.5913029758542226,-3.3382824932341246,-0.48620974087525476,1.9097299696878274,1.6119460376062134,2010-09,2010Q3,previous_vintage_smoothed
2010-09,-0.23468553085694568,0.24961192285680572,-0.37886147060425795,-2.8354453087876372,-0.6491420844176852,-0.657242237292793,-0.4509751157356671,2010-10,2010Q4,current_smoothed
2010-08,-0.23592361357946504,-0.011857197983608469,-0.7541211928193613,-2.8565797733350946,-0.3156270233712893,-0.14524909196934438,0.26315567601913004,2010-10,2010Q4,previous_vintage_smoothed
2010-10,-0.0438346008362769,0.3227382991680997,-0.36532129251323203,-3.4841919379276245,-0.47367238279085877,0.5299555425070926,0.5618901744229338,2010-11,2010Q4,current_smoothed
2010-09,-0.23468553085694568,0.24961192285680572,-0.37886147060425795,-2.8354453087876372,-0.6491420844176852,-0.657242237292793,-0.4509751157356671,2010-11,2010Q4,previous_vintage_smoothed
2010-11,0.09098309660841397,0.03005507846103867,0.1380986569313815,-3.3030085759521697,-0.6909328040126589,-0.49269211404581253,-0.027161387072963374,2010-12,2010Q4,current_smoothed
2010-10,-0.0438346008362769,0.3227382991680997,-0.36532129251323203,-3.4841919379276245,-0.47367238279085877,0.5299555425070926,0.5618901744229338,2010-12,2010Q4,previous_vintage_smoothed
2010-12,-0.10794803960084902,-0.01888693716036284,0.4176963343691512,-3.243336181042055,-0.435047960926237,1.531004771748175,0.48457891588017427,2011-01,2011Q1,current_smoothed
2010-11,0.09098309660841397,0.03005507846103867,0.1380986569313815,-3.3030085759521697,-0.6909328040126589,-0.49269211404581253,-0.027161387072963374,2011-01,2011Q1,previous_vintage_smoothed
2011-01,0.7555195448711659,-0.4929162300402655,-0.11176447671807341,-3.254029577421269,-0.913316166877106,-0.11671115902038626,-0.8887267121169226,2011-02,2011Q1,current_smoothed
2010-12,-0.10794803960084902,-0.01888693716036284,0.4176963343691512,-3.243336181042055,-0.435047960926237,1.531004771748175,0.48457891588017427,2011-02,2011Q1,previous_vintage_smoothed
2011-02,0.4317357941516332,-0.005176599155906243,-0.2372751666694651,-3.8069506271899076,-0.8594213072195201,0.5022146960432156,0.08153540979864511,2011-03,2011Q1,current_smoothed
2011-01,0.7555195448711659,-0.4929162300402655,-0.11176447671807341,-3.254029577421269,-0.913316166877106,-0.11671115902038626,-0.8887267121169226,2011-03,2011Q1,previous_vintage_smoothed
2011-03,0.4977716307567998,-0.00987006950869033,-0.5733751777576984,-3.333537809112454,-0.6020709493791475,0.0007097728346550902,0.24254092534262456,2011-04,2011Q2,current_smoothed
2011-02,0.4317357941516332,-0.005176599155906243,-0.2372751666694651,-3.8069506271899076,-0.8594213072195201,0.5022146960432156,0.08153540979864511,2011-04,2011Q2,previous_vintage_smoothed
2011-04,-0.4078598346795884,-0.26821246483378003,-0.314244466771445,-3.0321704895052966,0.6274073212851109,-0.4721398216564718,-0.7253632001792192,2011-05,2011Q2,current_smoothed
2011-03,0.4977716307567998,-0.00987006950869033,-0.5733751777576984,-3.333537809112454,-0.6020709493791475,0.0007097728346550902,0.24254092534262456,2011-05,2011Q2,previous_vintage_smoothed
2011-05,-0.300605208371008,-0.5073694789971469,-0.5704848826172215,-2.811955838587042,0.16706883732277616,-1.1333988969138011,0.7338936611102467,2011-06,2011Q2,current_smoothed
2011-04,-0.4078598346795884,-0.26821246483378003,-0.314244466771445,-3.0321704895052966,0.6274073212851109,-0.4721398216564718,-0.7253632001792192,2011-06,2011Q2,previous_vintage_smoothed
2011-06,-0.27527558988331263,-0.07100141606929472,-0.3293649353376189,-2.4271548530487075,-0.042980438846464186,-1.543221527545159,-0.07281907694022037,2011-07,2011Q3,current_smoothed
2011-05,-0.300605208371008,-0.5073694789971469,-0.5704848826172215,-2.811955838587042,0.16706883732277616,-1.1333988969138011,0.7338936611102467,2011-07,2011Q3,previous_vintage_smoothed
2011-07,0.06383991308293617,0.288040220796086,-0.30652670555516914,-2.7309118039055034,-0.20533466746543555,2.882060640043675,0.5986381195323277,2011-08,2011Q3,current_smoothed
2011-06,-0.27527558988331263,-0.07100141606929472,-0.3293649353376189,-2.4271548530487075,-0.042980438846464186,-1.543221527545159,-0.07281907694022037,2011-08,2011Q3,previous_vintage_smoothed
2011-08,-0.3457626906005164,-0.38243983775730195,-0.8591779123248651,-2.649150446603011,-0.21804213526844118,-0.5461978895658565,0.8463401658600854,2011-09,2011Q3,current_smoothed
2011-07,0.06383991308293617,0.288040220796086,-0.30652670555516914,-2.7309118039055034,-0.20533466746543555,2.882060640043675,0.5986381195323277,2011-09,2011Q3,previous_vintage_smoothed
2011-09,-0.11556646611607839,0.3651007885232721,-0.4499471407250431,-2.34378456767719,-0.16335129009499857,-0.2672480711992128,0.3635943882839624,2011-10,2011Q4,current_smoothed
2011-08,-0.3457626906005164,-0.38243983775730195,-0.8591779123248651,-2.649150446603011,-0.21804213526844118,-0.5461978895658565,0.8463401658600854,2011-10,2011Q4,previous_vintage_smoothed
2011-10,0.06664991645382842,-0.10746948933392987,-0.04073545477306811,-2.575320043686012,0.11913562400845365,-1.5674342622987498,0.3529385470443921,2011-11,2011Q4,current_smoothed
2011-09,-0.11556646611607839,0.3651007885232721,-0.4499471407250431,-2.34378456767719,-0.16335129009499857,-0.2672480711992128,0.3635943882839624,2011-11,2011Q4,previous_vintage_smoothed
2011-11,0.041225160104189015,-0.23014977487064717,-0.4563208930664947,-2.2659364094769257,-0.24539060594766876,0.27370578356991027,-1.1720907930406124,2011-12,2011Q4,current_smoothed
2011-10,0.06664991645382842,-0.10746948933392987,-0.04073545477306811,-2.575320043686012,0.11913562400845365,-1.5674342622987498,0.3529385470443921,2011-12,2011Q4,previous_vintage_smoothed
2011-12,0.5270737751056955,-0.5142789358422801,-0.14024802345927934,-2.643506668993948,-0.38422410074660357,0.07599573589920654,0.555308997325772,2012-01,2012Q1,current_smoothed
2011-11,0.041225160104189015,-0.23014977487064717,-0.4563208930664947,-2.2659364094769257,-0.24539060594766876,0.27370578356991027,-1.1720907930406124,2012-01,2012Q1,previous_vintage_smoothed
2012-01,0.7457902062944208,-0.3884338593402266,-0.3379064780734291,-2.563379638002406,0.03584266377023558,0.7848875261440321,-0.008330420436707077,2012-02,2012Q1,current_smoothed
2011-12,0.5270737751056955,-0.5142789358422801,-0.14024802345927934,-2.643506668993948,-0.38422410074660357,0.07599573589920654,0.555308997325772,2012-02,2012Q1,previous_vintage_smoothed
2012-02,0.3936653461084458,0.23639904746087181,-0.41289491778616355,-2.3514738937161885,0.2701372385695354,0.8262383498986142,-0.29768374039367856,2012-03,2012Q1,current_smoothed
2012-01,0.7457902062944208,-0.3884338593402266,-0.3379064780734291,-2.563379638002406,0.03584266377023558,0.7848875261440321,-0.008330420436707077,2012-03,2012Q1,previous_vintage_smoothed
2012-03,-0.1710358851105376,0.02937907179827904,0.01809367387101909,-2.193307032644787,0.4722851115591364,-0.6230166176254495,-0.6811004437352268,2012-04,2012Q2,current_smoothed
2012-02,0.3936653461084458,0.23639904746087181,-0.41289491778616355,-2.3514738937161885,0.2701372385695354,0.8262383498986142,-0.29768374039367856,2012-04,2012Q2,previous_vintage_smoothed
2012-04,-0.19459374177878547,-0.1926203076449713,-0.09489799652896634,-1.8926564362534295,0.7414372929963117,-1.1319174637787455,0.8744849642939923,2012-05,2012Q2,current_smoothed
2012-03,-0.1710358851105376,0.02937907179827904,0.01809367387101909,-2.193307032644787,0.4722851115591364,-0.6230166176254495,-0.6811004437352268,2012-05,2012Q2,previous_vintage_smoothed
2012-05,-0.51830956287786,-0.26232775086427956,-0.1543610730304347,-1.7358345123896457,0.2941984193649025,-1.3146550034044826,-0.5331163264124266,2012-06,2012Q2,current_smoothed
2012-04,-0.19459374177878547,-0.1926203076449713,-0.09489799652896634,-1.8926564362534295,0.7414372929963117,-1.1319174637787455,0.8744849642939923,2012-06,2012Q2,previous_vintage_smoothed
2012-06,0.027315718817810353,-0.7436060266946101,-0.10859080341543477,-1.7925410564775002,0.03865528652767636,1.4471141576510946,0.7854877668916238,2012-07,2012Q3,current_smoothed
2012-05,-0.51830956287786,-0.26232775086427956,-0.1543610730304347,-1.7358345123896457,0.2941984193649025,-1.3146550034044826,-0.5331163264124266,2012-07,2012Q3,previous_vintage_smoothed
2012-07,0.102109426087523,0.5339443986170244,-0.25797274414312726,-1.8531140256514311,0.11307070545334219,0.08674465208694468,0.2770792541324524,2012-08,2012Q3,current_smoothed
2012-06,0.027315718817810353,-0.7436060266946101,-0.10859080341543477,-1.7925410564775002,0.03865528652767636,1.4471141576510946,0.7854877668916238,2012-08,2012Q3,previous_vintage_smoothed
