vintage_period,vintage_timestamp_start,target_quarter,within_quarter_origin,n_monthly_series,n_monthly_obs,factor_order,llf_final,em_iterations,llf_path_json,converged_flag,sample_end_period,model_index_generated,model_index_type,model_index_monotonic,row_labels_type,row_labels_monotonic
2000-11,2000-11-01,2000Q4,2,47,502,1,-21857.715501370054,90,"[-24040.780286522662, -22993.383239647927, -22687.389311848478, -22470.129818594076, -22312.88004825954, -22209.249325946792, -22145.09828527544, -22102.75062802331, -22070.57273031574, -22044.143841488036, -22022.31264069507, -22004.482263945087, -21989.616097028662, -21975.43057540486, -21956.490664073855, -21926.898941939813, -21900.9830218506, -21889.239851121914, -21883.90491894989, -21880.63163535114, -21878.147305773113, -21876.09533332594, -21874.347981927407, -21872.838225923246, -21871.520810421203, -21870.3619552307, -21869.3354900183, -21868.420753095903, -21867.601203634746, -21866.863438396074, -21866.19647613384, -21865.591228696198, -21865.04010506425, -21864.53671127952, -21864.07562033909, -21863.6521937312, -21863.262441522667, -21862.902911552286, -21862.570600840656, -21862.26288413642, -21861.977455813154, -21861.71228226567, -21861.465562636786, -21861.235696208125, -21861.021255163098, -21860.82096171139, -21860.63366877784, -21860.458343622293, -21860.29405388304, -21860.139955635066, -21859.995283131277, -21859.859339956187, -21859.731491369872, -21859.61115765916, -21859.497808344247, -21859.390957114552, -21859.29015738825, -21859.194998406994, -21859.105101791327, -21859.020118493776, -21858.9397260964, -21858.863626407343, -21858.791543317788, -21858.723220886233, -21858.658421621796, -21858.596924942183, -21858.53852578534, -21858.48303335667, -21858.430269996123, -21858.380070151572, -21858.33227944665, -21858.286753832625, -21858.2433588154, -21858.201968749745, -21858.162466193695, -21858.12474131716, -21858.088691359324, -21858.054220130034, -21858.021237551002, -21857.98965923315, -21857.959406086637, -21857.930403960774, -21857.902583310988, -21857.875878890685, -21857.850229465712, -21857.825577549585, -21857.80186915778, -21857.779053579477, -21857.757083165397, -21857.73591313045, -21857.715501370054]",False,2000-10,False,PeriodIndex,True,PeriodIndex,True
2000-12,2000-12-01,2000Q4,3,47,503,1,-21895.26433158452,89,"[-24091.39894774775, -23042.411142560544, -22735.976301786304, -22516.83179930122, -22357.150099806553, -22251.70462350518, -22186.73289316694, -22144.17752201752, -22111.882163125152, -22085.133306905303, -22062.69455875173, -22043.85091117213, -22027.02354377851, -22008.01574103763, -21979.54971265595, -21949.101896416156, -21933.076713829178, -21925.861028645937, -21921.65970208504, -21918.582355587285, -21916.086464754433, -21913.984721436074, -21912.184525808854, -21910.625709974385, -21909.264225720435, -21908.066338452205, -21907.005638809023, -21906.061130212234, -21905.2158976034, -21904.456150834518, -21903.77052538919, -21903.149564120056, -21902.58532806066, -21902.071100355024, -21901.60115815807, -21901.17059475326, -21900.77517922771, -21900.41124458042, -21900.07559761365, -21899.765445704856, -21899.47833680334, -21899.2121098937, -21898.964853822792, -21898.734872868463, -21898.5206577867, -21898.320861343534, -21898.134277542984, -21897.959823919227, -21897.796526383565, -21897.643506211734, -21897.49996883249, -21897.365194138525, -21897.238528088383, -21897.119375407296, -21897.007193226167, -21896.901485523893, -21896.801798259337, -21896.707715097007, -21896.61885364505, -21896.534862136225, -21896.455416492987, -21896.380217726153, -21896.308989624034, -21896.24147669488, -21896.177442330867, -21896.116667166058, -21896.058947604684, -21896.004094499178, -21895.95193196029, -21895.902296283748, -21895.855034980104, -21895.810005896165, -21895.76707641766, -21895.726122744425, -21895.687029230117, -21895.649687779845, -21895.61399729953, -21895.57986319177, -21895.54719689361, -21895.51591545198, -21895.485941133302, -21895.457201063866, -21895.429626898283, -21895.403154513286, -21895.377723724745, -21895.353278025737, -21895.32976434394, -21895.307132816633, -21895.285336581866, -21895.26433158452]",False,2000-11,False,PeriodIndex,True,PeriodIndex,True
2001-01,2001-01-01,2001Q1,1,47,504,1,-21936.8862413076,90,"[-24132.89637826952, -23082.049169770326, -22775.971718949768, -22557.353166940367, -22398.08979527428, -22292.87971156557, -22227.991062996694, -22185.437972876232, -22153.12698343691, -22126.385731226186, -22104.007205226237, -22085.31659412817, -22068.857386892734, -22050.812020895173, -22023.847398198686, -21992.703812056356, -21975.29665940142, -21967.611867081006, -21963.30783695884, -21960.221491310254, -21957.735361864714, -21955.645342499534, -21953.855653131894, -21952.30573450266, -21950.951640659936, -21949.75979812114, -21948.70394896854, -21947.763233261332, -21946.920860376747, -21946.163154361235, -21945.478855575246, -21944.85860282582, -21944.294544409328, -21943.7800422854, -21943.309444300503, -21942.877906716127, -21942.481254366307, -21942.115869296482, -21941.778601210353, -21941.46669480195, -21941.17773030133, -21940.90957446457, -21940.66033989691, -21940.428351082544, -21940.212115855447, -21940.010301316805, -21939.821713410973, -21939.645279529814, -21939.48003363789, -21939.32510350652, -21939.17969972036, -21939.04310617988, -21938.91467187131, -21938.793803714125, -21938.679960327867, -21938.57264658535, -21938.47140884083, -21938.375830738696, -21938.285529523047, -21938.200152780286, -21938.119375556926, -21938.04289780351, -21937.97044210227, -21937.901751642425, -21937.83658841204, -21937.77473157952, -21937.715976041785, -21937.660131119017, -21937.60701937867, -21937.55647557376, -21937.50834568229, -21937.462486036497, -21937.41876253193, -21937.377049907718, -21937.33723109041, -21937.299196594646, -21937.262843974953, -21937.228077323325, -21937.194806808122, -21937.16294825027, -21937.132422733146, -21937.103156243003, -21937.07507933712, -21937.04812683715, -21937.02223754547, -21936.997353982442, -21936.97342214291, -21936.95039127018, -21936.928213646144, -21936.906844396166, -21936.8862413076]",False,2000-12,False,PeriodIndex,True,PeriodIndex,True
2001-02,2001-02-01,2001Q1,2,47,505,1,-22005.737102353316,90,"[-24201.22636390708, -23150.5073123444, -22844.882804204797, -22626.534689232176, -22467.29557127986, -22362.004989094847, -22297.09400299098, -22254.611707186123, -22222.3931276275, -22195.672408944905, -22173.145407986565, -22153.934104639095, -22135.916944946373, -22113.528200885972, -22081.388466539167, -22054.5926509965, -22042.04044531596, -22035.909044272874, -22031.99088433444, -22028.998334934968, -22026.54068854091, -22024.464221961778, -22022.68373295846, -22021.141009883886, -22019.792789808675, -22018.60581505146, -22017.55403365806, -22016.616739402874, -22015.777261143965, -22015.022016966814, -22014.33982155098, -22013.721372504813, -22013.158864652672, -22012.64569677553, -22012.176245889368, -22011.745691426207, -22011.349876720513, -22010.98519871252, -22010.64851924254, -22010.337093052287, -22010.048508854008, -22009.78064072529, -22009.53160774112, -22009.299740235867, -22009.083551445197, -22008.88171354682, -22008.693037322475, -22008.516454819943, -22008.351004514443, -22008.195818563217, -22008.050111821172, -22007.91317234477, -22007.78435315811, -22007.66306509357, -22007.548770550202, -22007.44097803812, -22007.339237398195, -22007.243135603276, -22007.152293061445, -22007.066360353812, -22006.985015349077, -22006.907960645658, -22006.834921299065, -22006.7656427983, -22006.699889259973, -22006.637441813255, -22006.578097152378, -22006.521666236506, -22006.46797311958, -22006.41685389488, -22006.36815574125, -22006.321736059275, -22006.277461687612, -22006.23520819049, -22006.19485920886, -22006.156305868364, -22006.119446238175, -22006.084184835614, -22006.05043217182, -22006.01810433448, -22005.987122604012, -22005.957413100004, -22005.9289064551, -22005.901537513804, -22005.875245053932, -22005.84997152874, -22005.825662827938, -22005.802268055937, -22005.77973932593, -22005.758031568454, -22005.737102353316]",False,2001-01,False,PeriodIndex,True,PeriodIndex,True
2001-03,2001-03-01,2001Q1,3,47,506,1,-22057.314018159224,91,"[-24252.100482037462, -23198.66255188272, -22893.209940374047, -22675.640697175673, -22517.440715356242, -22412.915308891552, -22348.361412895458, -22306.028302008308, -22273.89873726274, -22247.278077945288, -22224.93881365355, -22206.181952071653, -22189.433079476526, -22170.499318606628, -22142.153851471725, -22111.67484613554, -22095.431467398786, -22088.097324299433, -22083.861849672106, -22080.78171913023, -22078.291957704085, -22076.198542609578, -22074.40701150867, -22072.8565548857, -22071.502792728515, -22070.311778829135, -22069.256974029508, -22068.317318131016, -22067.475884330008, -22066.718908806128, -22066.03507942471, -22065.41500782207, -22064.850832891072, -22064.33591938419, -22063.864626087354, -22063.43212543596, -22063.034261597815, -22062.667437648197, -22062.328524994897, -22062.014790007044, -22061.723834085627, -22061.453544341384, -22061.202052721575, -22060.967701925234, -22060.749016816946, -22060.544680327155, -22060.353513038455, -22060.174455818826, -22060.00655498785, -22059.848949599513, -22059.700860502006, -22059.561580895705, -22059.430468159324, -22059.306936753288, -22059.190452041308, -22059.08052489684, -22058.976706982554, -22058.878586608338, -22058.785785087923, -22058.697953526287, -22058.614769980122, -22058.53593694201, -22058.461179106296, -22058.39024138038, -22058.32288711041, -22058.25889649478, -22058.198065162098, -22058.14020289403, -22058.085132475495, -22058.032688657422, -22057.982717218994, -22057.935074118082, -22057.88962472001, -22057.84624309608, -22057.804811384252, -22057.765219205412, -22057.727363129474, -22057.691146186142, -22057.656477415883, -22057.62327145716, -22057.59144816641, -22057.560932267603, -22057.53165302873, -22057.503543962674, -22057.476542550336, -22057.450589984008, -22057.42563092929, -22057.40161330401, -22057.37848807259, -22057.356209054815, -22057.33473274765, -22057.314018159224]",False,2001-02,False,PeriodIndex,True,PeriodIndex,True
2001-04,2001-04-01,2001Q2,1,47,507,1,-22108.451624906003,91,"[-24305.17543551277, -23248.954020471632, -22943.16850780837, -22725.537938878297, -22567.409762056464, -22463.051380138422, -22398.69751596082, -22356.57533674928, -22324.648293153223, -22298.180169974257, -22275.900833644802, -22257.049141866108, -22239.84876163089, -22219.54255475484, -22189.421962555156, -22160.371734398956, -22145.83648296084, -22139.061203837955, -22134.96955505533, -22131.926462389518, -22129.44830233606, -22127.35975415714, -22125.57064334675, -22124.021342216398, -22122.667945636473, -22121.47677463464, -22120.42146571721, -22119.48108010628, -22118.63877621388, -22117.880850292833, -22117.1960325214, -22116.574964157717, -22116.009804561054, -22115.49393229559, -22115.02171509808, -22114.588330798426, -22114.189626363503, -22113.82200578758, -22113.48234005479, -22113.167894173796, -22112.876267555963, -22112.605344926127, -22112.353255625036, -22112.118339655986, -22111.89911919537, -22111.6942745629, -22111.502623856744, -22111.323105619107, -22111.154764022132, -22110.996736160596, -22110.84824111412, -22110.708570502124, -22110.577080302828, -22110.453183746795, -22110.336345126685, -22110.22607439096, -22110.12192240995, -22110.02347682047, -22109.930358369307, -22109.842217688034, -22109.758732441496, -22109.67960480097, -22109.60455919968, -22109.533340334798, -22109.46571138472, -22109.40145241491, -22109.3403589493, -22109.28224068709, -22109.226920347934, -22109.174232630146, -22109.1240232692, -22109.076148184944, -22109.03047270768, -22108.98687087444, -22108.945224787876, -22108.905424031145, -22108.867365132835, -22108.830951076932, -22108.79609085322, -22108.762699044128, -22108.730695444476, -22108.700004711034, -22108.670556039033, -22108.642282863206, -22108.61512258116, -22108.58901629706, -22108.563908583914, -22108.539747262803, -22108.516483197753, -22108.49407010486, -22108.472464374554, -22108.451624906003]",False,2001-03,False,PeriodIndex,True,PeriodIndex,True
2001-05,2001-05-01,2001Q2,2,48,508,1,-22305.07952655812,92,"[-24504.53480825996, -23447.15326044145, -23140.318613462587, -22921.83078156216, -22763.34651169277, -22659.056641290845, -22594.98560044748, -22553.210274536337, -22521.65906731913, -22495.650396750512, -22474.088167819005, -22456.666494012148, -22442.936101282463, -22432.099581787148, -22422.956548986193, -22413.43894366052, -22398.79428140117, -22372.544213454796, -22346.020555497744, -22333.392091787326, -22328.272010280758, -22325.509130929295, -22323.507319273405, -22321.850056306885, -22320.416505480476, -22319.156352573078, -22318.038953848303, -22317.04171798893, -22316.14684710912, -22315.33996628069, -22314.609304569887, -22313.945121119825, -22313.33928032254, -22312.78493031691, -22312.276256321184, -22311.808289193083, -22311.376755266007, -22310.977957381212, -22310.60867975135, -22310.266111217552, -22309.94778284392, -22309.651516791975, -22309.375384148094, -22309.11766991521, -22308.876843781334, -22308.65153557924, -22308.440514580478, -22308.242671942728, -22308.057005764662, -22307.88260830834, -22307.718655032084, -22307.56439514224, -22307.419143424675, -22307.282273158504, -22307.153209948643, -22307.03142634094, -22306.9164371061, -22306.807795097015, -22306.705087599097, -22306.607933105777, -22306.515978461644, -22306.428896324443, -22306.34638290415, -22306.26815594374, -22306.19395291114, -22306.123529376033, -22306.05665754934, -22305.993124965666, -22305.932733292095, -22305.875297248713, -22305.820643628293, -22305.76861040411, -22305.719045916332, -22305.671808128587, -22305.62676394739, -22305.583788598015, -22305.54276505108, -22305.50358349498, -22305.46614084962, -22305.43034031764, -22305.396090969632, -22305.363307360305, -22305.331909172794, -22305.301820888733, -22305.272971481845, -22305.2452941331, -22305.2187259657, -22305.193207798242, -22305.16868391464, -22305.145101849565, -22305.122412188095, -22305.10056837866, -22305.07952655812]",False,2001-04,False,PeriodIndex,True,PeriodIndex,True
2001-06,2001-06-01,2001Q2,3,48,509,1,-22333.444137095827,92,"[-24533.316852304808, -23477.491073666468, -23168.910491274204, -22949.315560953528, -22790.412100040245, -22686.17728459392, -22622.312534137236, -22580.699033601682, -22549.244208078366, -22523.29488629324, -22501.76474919937, -22484.338017234455, -22470.522882186175, -22459.400271604012, -22449.411073503783, -22437.33692779005, -22416.373036609708, -22386.64757852775, -22367.214463477936, -22359.2772775314, -22355.578770554363, -22353.197131345267, -22351.323030097054, -22349.734771917167, -22348.353992592718, -22347.13941090409, -22346.062599685807, -22345.101802041332, -22344.239733480637, -22343.462421187916, -22342.758433425653, -22342.118322440823, -22341.534208983314, -22340.999467376525, -22340.508483826332, -22340.056468842813, -22339.639310116127, -22339.25345597378, -22338.895822206207, -22338.563716935154, -22338.25477955113, -22337.966930723935, -22337.698331204345, -22337.44734766202, -22337.2125241971, -22336.992558458758, -22336.786281527995, -22336.59264089454, -22336.410685990406, -22336.239555846732, -22336.07846852207, -22335.92671201483, -22335.783636424196, -22335.648647165173, -22335.52119907673, -22335.400791289212, -22335.28696273915, -22335.17928823792, -22335.077375015466, -22334.980859672698, -22334.889405486443, -22334.802700019332, -22334.72045299418, -22334.642394398237, -22334.56827278799, -22334.497853769106, -22334.43091862993, -22334.367263109853, -22334.30669628651, -22334.24903956776, -22334.194125776674, -22334.141798318797, -22334.09191042286, -22334.0443244468, -22333.99891124234, -22333.95554957199, -22333.914125573163, -22333.87453226479, -22333.836669092183, -22333.800441506748, -22333.765760577044, -22333.732542628535, -22333.70070890942, -22333.67018528028, -22333.640901925522, -22333.612793084783, -22333.585796802705, -22333.559854695573, -22333.534911733543, -22333.510916037165, -22333.48781868729, -22333.465573547124, -22333.444137095827]",False,2001-05,False,PeriodIndex,True,PeriodIndex,True
2001-07,2001-07-01,2001Q3,1,48,510,1,-22383.13389810569,92,"[-24583.79168119069, -23527.410354327723, -23218.430030685508, -22998.47798826718, -22839.269007440045, -22734.914451058983, -22671.109644820724, -22629.644431970566, -22598.346849027315, -22572.515433886616, -22551.027116246063, -22533.515084264163, -22519.37960414941, -22507.389089895514, -22494.945196592424, -22476.12958677483, -22446.583123088214, -22422.530570911353, -22411.893342558193, -22407.151861581697, -22404.299457252615, -22402.14409755837, -22400.355154357014, -22398.82054472332, -22397.484814461932, -22396.31131793031, -22395.272639354673, -22394.347337567084, -22393.51830925736, -22392.77173309252, -22392.0963186163, -22391.48275284322, -22390.923285458855, -22390.411413956837, -22389.941641888596, -22389.5092912247, -22389.110355208715, -22388.741381842956, -22388.399380793722, -22388.081748385463, -22387.786206702818, -22387.510753796567, -22387.25362270398, -22387.01324752142, -22386.788235160828, -22386.577341717966, -22386.379452605637, -22386.19356577816, -22386.01877750712, -22385.854270272863, -22385.699302418405, -22385.553199277496, -22385.41534554039, -22385.285178662638, -22385.162183155768, -22385.045885626052, -22384.93585044975, -22384.831675991547, -22384.732991287867, -22384.63945312907, -22384.550743485015, -22384.466567226744, -22384.386650104465, -22384.310736947762, -22384.23859005909, -22384.16998777576, -22384.104723179305, -22384.042602933856, -22383.983446238035, -22383.927083876788, -22383.873357361517, -22383.822118148386, -22383.773226926118, -22383.726552965567, -22383.68197352453, -22383.639373301925, -22383.5986439363, -22383.559683544234, -22383.522396294677, -22383.486692015787, -22383.452485831294, -22383.41969782352, -22383.388252720848, -22383.358079607424, -22383.3291116531, -22383.301285862093, -22383.2745428387, -22383.24882656873, -22383.224084215468, -22383.200265928936, -22383.17732466759, -22383.155216031428, -22383.13389810569]",False,2001-06,False,PeriodIndex,True,PeriodIndex,True
2001-08,2001-08-01,2001Q3,2,48,511,1,-22433.440264586046,93,"[-24638.78524848532, -23579.0804888978, -23269.14399847771, -23048.398413661856, -22888.772805682747, -22784.310936816764, -22720.53822763083, -22679.140020463357, -22647.921685477217, -22622.188522720146, -22600.82198327792, -22583.462645522537, -22569.554487856913, -22558.030564653756, -22546.844263398605, -22531.33757144779, -22504.802550570006, -22477.2295344261, -22463.5205313551, -22457.796991225005, -22454.69766046554, -22452.484268980872, -22450.681291449822, -22449.143326070294, -22447.80754494964, -22446.635487232885, -22445.599104434412, -22444.6766125945, -22443.850672092045, -22443.107287496565, -22442.43503983396, -22441.824523053136, -22441.26792157196, -22440.758689316106, -22440.291303074147, -22439.86107093653, -22439.463982016117, -22439.096587439817, -22438.75590527666, -22438.439343972444, -22438.14464022946, -22437.869808261697, -22437.613098083035, -22437.372961022993, -22437.148021066605, -22436.937050917604, -22436.738951915075, -22436.55273711087, -22436.377516952627, -22436.212487124532, -22436.056918182534, -22435.910146687736, -22435.77156759532, -22435.64062769909, -22435.516819966637, -22435.39967862815, -22435.28877490491, -22435.183713282273, -22435.084128247472, -22434.989681425235, -22434.90005905491, -22434.81496976141, -22434.734142579735, -22434.657325198932, -22434.5842823963, -22434.514794637216, -22434.448656819346, -22434.385677143102, -22434.32567609295, -22434.268485516022, -22434.213947786695, -22434.16191504711, -22434.112248515037, -22434.064817851693, -22434.019500582956, -22433.97618156836, -22433.93475251292, -22433.895111517526, -22433.857162664026, -22433.820815631694, -22433.785985342176, -22433.752591630287, -22433.720558938305, -22433.689816031772, -22433.660295734953, -22433.631934684323, -22433.604673098547, -22433.578454563765, -22433.553225832882, -22433.52893663784, -22433.505539513902, -22433.48298963505, -22433.461244659702, -22433.440264586046]",False,2001-07,False,PeriodIndex,True,PeriodIndex,True
2001-09,2001-09-01,2001Q3,3,48,512,1,-22457.0565801533,92,"[-24661.68478624051, -23601.584923545353, -23291.420683011158, -23070.668220671843, -22911.07089042256, -22806.704935332134, -22743.132073408546, -22701.996675329196, -22671.06028851609, -22645.600563052605, -22624.477162071165, -22607.31566432863, -22593.552769609705, -22582.115355976573, -22570.92636232964, -22555.210488711047, -22528.219544209504, -22500.580398387312, -22487.058242494448, -22481.41529113653, -22478.338635614524, -22476.130568679804, -22474.327939829476, -22472.788609167525, -22471.450687065837, -22470.27607165788, -22469.23690351034, -22468.31151861555, -22467.482659109774, -22466.736386406454, -22466.061320964633, -22465.448083632895, -22464.88887657514, -22464.37716473223, -22463.907430952, -22463.47498574792, -22463.075818010315, -22462.706476745763, -22462.36397657052, -22462.045721572184, -22461.74944351051, -22461.473151312624, -22461.21508953879, -22460.973704028038, -22460.74761333131, -22460.535584840207, -22460.33651474814, -22460.1494111566, -22459.973379775227, -22459.807611771153, -22459.651373406523, -22459.503997169897, -22459.364874160063, -22459.233447523548, -22459.109206781417, -22458.99168290908, -22458.8804440554, -22458.775091806325, -22458.675257913397, -22458.580601420486, -22458.490806132242, -22458.4055783769, -22458.32464502303, -22458.247751716095, -22458.17466130581, -22458.105152439402, -22458.039018299696, -22457.976065469844, -22457.91611290913, -22457.858991026565, -22457.804540840592, -22457.752613215114, -22457.703068163086, -22457.655774210296, -22457.610607812767, -22457.567452822175, -22457.52619999429, -22457.486746536124, -22457.448995687962, -22457.412856337032, -22457.378242659637, -22457.345073789424, -22457.313273509186, -22457.282769964426, -22457.25349539653, -22457.22538589423, -22457.198381161605, -22457.172424301498, -22457.14746161303, -22457.123442402215, -22457.10031880464, -22457.078045619382, -22457.0565801533]",False,2001-08,False,PeriodIndex,True,PeriodIndex,True
2001-10,2001-10-01,2001Q4,1,48,513,1,-22283.983682647126,93,"[-24695.431334759, -23616.040405185773, -23276.26405934208, -23013.324686407315, -22805.67616889907, -22659.600919476754, -22570.06057689682, -22518.385161902585, -22485.87109643998, -22461.905403478137, -22442.363330166492, -22426.042855899334, -22412.465953728613, -22400.71296095255, -22388.269676458418, -22368.97546489005, -22339.40916459887, -22316.947390595167, -22307.563416013356, -22303.61255255258, -22301.369968223305, -22299.733809284175, -22298.396333792713, -22297.254360369967, -22296.25915566104, -22295.380340702406, -22294.59631812915, -22293.890901983574, -22293.251643950844, -22292.668798678074, -22292.13462119564, -22291.64287098601, -22291.18845458852, -22290.767164139543, -22290.375483615884, -22290.01044355488, -22289.669510925956, -22289.350504786154, -22289.05153105122, -22288.770931580184, -22288.507244078188, -22288.259170248253, -22288.025550285653, -22287.805342288113, -22287.59760550495, -22287.401486606268, -22287.216208344544, -22287.041060124375, -22286.875390104084, -22286.718598535066, -22286.570132107256, -22286.429479117673, -22286.29616531606, -22286.169750311055, -22286.049824442824, -22285.936006046282, -22285.827939043087, -22285.725290812035, -22285.627750296226, -22285.53502631315, -22285.44684603896, -22285.362953643722, -22285.283109057586, -22285.207086851537, -22285.134675218564, -22285.065675043305, -22284.999899050257, -22284.937171021666, -22284.877325077712, -22284.820205012602, -22284.765663680846, -22284.713562429, -22284.663770568477, -22284.61616488581, -22284.570629186957, -22284.52705387274, -22284.485335542922, -22284.445376626383, -22284.407085035647, -22284.370373843445, -22284.33516098011, -22284.30136894992, -22284.268924565164, -22284.237758696654, -22284.20780603952, -22284.179004893267, -22284.151296955082, -22284.124627125544, -22284.09894332596, -22284.074196326474, -22284.050339584363, -22284.027329091816, -22284.0051232326, -22283.983682647126]",False,2001-09,False,PeriodIndex,True,PeriodIndex,True
2001-11,2001-11-01,2001Q4,2,48,514,1,-22373.44119719952,94,"[-24798.269652936422, -23710.156745395463, -23363.950153827118, -23097.27188933425, -22888.316146075238, -22742.720330424065, -22654.414170618234, -22603.924393343208, -22572.348177582156, -22549.17188722307, -22530.341288230367, -22514.67666436221, -22501.799561449807, -22491.16854204391, -22481.46833542065, -22469.38324464905, -22447.972045900613, -22418.987440704528, -22401.321753606346, -22394.446642725376, -22391.438084245787, -22389.615354113546, -22388.225528632756, -22387.06025728867, -22386.04814464233, -22385.154187068118, -22384.355873322493, -22383.636834871355, -22382.984578197393, -22382.38933565168, -22381.843341875054, -22381.340334664703, -22380.875197638954, -22380.44369932993, -22380.042299949353, -22379.66800651548, -22379.31826301859, -22378.990866277934, -22378.68390084275, -22378.395688153338, -22378.124746481386, -22377.86975909114, -22377.62954872338, -22377.403056981413, -22377.18932754686, -22376.98749240947, -22376.79676048577, -22376.616408144153, -22376.44577126122, -22376.284238516324, -22376.131245693352, -22375.986270806945, -22375.84882990783, -22375.71847345055, -22375.594783129898, -22375.47736911001, -22375.36586758452, -22375.25993861713, -22375.159264221125, -22375.0635466437, -22374.972506826445, -22374.885883018527, -22374.803429522573, -22374.72491555655, -22374.650124217656, -22374.57885153604, -22374.51090560827, -22374.446105801653, -22374.384282022016, -22374.325274038187, -22374.268930857757, -22374.215110148947, -22374.16367770443, -22374.114506943184, -22374.06747844707, -22374.02247952902, -22373.979403830504, -22373.93815094549, -22373.898626069065, -22373.860739668766, -22373.824407176748, -22373.78954870146, -22373.756088757265, -22373.72395601069, -22373.69308304236, -22373.663406123225, -22373.634865004376, -22373.607402719426, -22373.580965398614, -22373.555502093906, -22373.53096461439, -22373.50730737134, -22373.48448723218, -22373.46246338312, -22373.44119719952]",False,2001-10,False,PeriodIndex,True,PeriodIndex,True
