vintage_period,vintage_timestamp_start,target_quarter,within_quarter_origin,n_monthly_series,n_monthly_obs,factor_order,llf_final,em_iterations,llf_path_json,converged_flag,sample_end_period,model_index_generated,model_index_type,model_index_monotonic,row_labels_type,row_labels_monotonic
2011-10,2011-10-01,2011Q4,1,50,633,1,-29168.965431226192,100,"[-31886.45859792248, -30484.11122927354, -30075.508211081848, -29789.51736938062, -29582.793826001198, -29444.158788316614, -29358.934779027884, -29308.97439901918, -29278.125694893715, -29256.109575799597, -29238.229759376496, -29223.19067588053, -29210.988238106584, -29201.62804214709, -29194.769475595396, -29189.872090144127, -29186.39617651962, -29183.903743919458, -29182.077368740196, -29180.70120376785, -29179.63303402593, -29178.77997598667, -29178.080925489914, -29177.49497460786, -29176.9941001824, -29176.55862702261, -29176.17441001722, -29175.83106050043, -29175.52080599484, -29175.237738312113, -29174.977304460823, -29174.73595318394, -29174.510884008036, -29174.299865671746, -29174.101102697714, -29173.913136105453, -29173.734768776292, -29173.565008879992, -29173.403026688437, -29173.248121403118, -29173.099695528505, -29172.957234966285, -29172.820293469624, -29172.688480435612, -29172.56145126489, -29172.438899703775, -29172.32055172391, -29172.206160599373, -29172.09550292084, -29171.988375346256, -29171.88459193332, -29171.783981934, -29171.68638795788, -29171.591664431697, -29171.499676298045, -29171.410297908384, -29171.323412074977, -29171.238909253516, -29171.156686833954, -29171.07664852157, -29170.998703793637, -29170.92276741987, -29170.848759037133, -29170.776602770366, -29170.70622689333, -29170.63756352363, -29170.57054834768, -29170.50512037163, -29170.44122169519, -29170.37879730562, -29170.317794889485, -29170.258164660318, -29170.19985920041, -29170.142833315207, -29170.087043899162, -29170.032449811748, -29169.979011762814, -29169.926692206267, -29169.875455241447, -29169.82526652135, -29169.77609316734, -29169.72790368951, -29169.68066791245, -29169.63435690587, -29169.588942919745, -29169.544399323546, -29169.50070054931, -29169.457822038275, -29169.41574019072, -29169.37443231888, -29169.333876602628, -29169.29405204782, -29169.254938447, -29169.216516342407, -29169.17876699105, -29169.141672331825, -29169.105214954292, -29169.06937806939, -29169.03414548158, -29168.999501562517, -29168.965431226192]",False,2011-09,False,PeriodIndex,True,PeriodIndex,True
2011-11,2011-11-01,2011Q4,2,50,634,1,-29198.04853333489,100,"[-31917.497808715718, -30512.865917569572, -30104.00770442324, -29818.126554710136, -29611.785528364242, -29473.463668264012, -29388.353639164292, -29338.39014815215, -29307.50856874323, -29285.456725045344, -29267.53936574646, -29252.46205057435, -29240.22406004576, -29230.83324192853, -29223.949716330986, -29219.032874984157, -29215.542263232062, -29213.038894242698, -29211.20440471457, -29209.822195871355, -29208.749492206105, -29207.893000363754, -29207.191316548415, -29206.60331313779, -29206.10080600551, -29205.664002580565, -29205.278672786917, -29204.93436698348, -29204.623269320786, -29204.339441029228, -29204.078307738593, -29203.83630337076, -29203.610617260896, -29203.39901119392, -29203.19968498029, -29203.01117646155, -29202.832286377132, -29202.6620214429, -29202.4995509241, -29202.34417329803, -29202.195290516254, -29202.052388025306, -29201.91501917332, -29201.782792972917, -29201.65536444335, -29201.53242694331, -29201.413706046475, -29201.298954617974, -29201.187948829796, -29201.08048491385, -29200.97637649736, -29200.875452400327, -29200.777554801858, -29200.682537702283, -29200.590265624174, -29200.50061250735, -29200.41346076239, -29200.328700454575, -29200.246228595715, -29200.165948525908, -29200.08776937072, -29200.011605561933, -29199.937376412327, -29199.865005736618, -29199.79442151205, -29199.725555573197, -29199.658343336603, -29199.592723551374, -29199.52863807257, -29199.46603165476, -29199.40485176335, -29199.34504840173, -29199.286573952624, -29199.229383031994, -29199.173432354426, -29199.118680608677, -29199.065088342588, -29199.012617856326, -29198.96123310331, -29198.910899598064, -29198.86158433049, -29198.813255685927, -29198.76588337049, -29198.719438341413, -29198.67389274178, -29198.629219839546, -29198.585393970272, -29198.542390483468, -29198.500185692203, -29198.458756825767, -29198.418081985114, -29198.378140100976, -29198.338910894367, -29198.30037483942, -29198.262513128248, -29198.225307637855, -29198.188740898877, -29198.15279606598, -29198.11745688994, -29198.082707691217, -29198.04853333489]",False,2011-10,False,PeriodIndex,True,PeriodIndex,True
2011-12,2011-12-01,2011Q4,3,50,635,1,-29248.22282479572,100,"[-31971.999442855275, -30565.28826920574, -30155.258049520984, -29868.6135338635, -29661.84775250331, -29523.425885212604, -29438.396810318543, -29388.541158765518, -29357.733091910988, -29335.726911531674, -29317.844067902337, -29302.793963224554, -29290.571574606212, -29281.182691864786, -29274.290333432837, -29269.35870202768, -29265.85136283363, -29263.33177134594, -29261.48269982644, -29260.087887963295, -29259.004503578915, -29258.13903956399, -29257.429839718985, -29256.835536048766, -29256.327733611906, -29255.886461637463, -29255.497341992872, -29255.149803028267, -29254.83592876009, -29254.54969843132, -29254.286470659456, -29254.04262468058, -29253.815305271848, -29253.602237965526, -29253.40159311526, -29253.211884652686, -29253.031893922856, -29252.860611913726, -29252.697195132154, -29252.54093169685, -29252.391215136384, -29252.247524033017, -29252.10940612451, -29251.976465821015, -29251.848354349364, -29251.724761926947, -29251.605411509994, -29251.490053768204, -29251.37846301868, -29251.270433913916, -29251.165778725288, -29251.064325099003, -29250.965914189175, -29250.870399093463, -29250.777643532772, -29250.687520729196, -29250.59991244579, -29250.514708159368, -29250.43180434344, -29250.351103842597, -29250.272515323777, -29250.195952792128, -29250.121335161803, -29250.048585873556, -29249.977632552553, -29249.908406700924, -29249.840843420367, -29249.774881161156, -29249.710461494113, -29249.647528902904, -29249.586030594364, -29249.525916324754, -29249.467138240216, -29249.409650730067, -29249.353410291522, -29249.298375404665, -29249.244506416864, -29249.191765435564, -29249.140116228802, -29249.089524132687, -29249.0399559653, -29248.99137994641, -29248.943765622593, -29248.897083797216, -29248.851306464996, -29248.806406750693, -29248.762358851673, -29248.719137984022, -29248.676720331954, -29248.635083000292, -29248.59420396972, -29248.554062054747, -29248.51463686405, -29248.475908763096, -29248.43785883897, -29248.400468867047, -29248.363721279653, -29248.32759913631, -29248.292086095757, -29248.257166389296, -29248.22282479572]",False,2011-11,False,PeriodIndex,True,PeriodIndex,True
2012-01,2012-01-01,2012Q1,1,50,636,1,-29298.724281809045,100,"[-32028.269890045325, -30617.646797572448, -30206.19712466711, -29919.173256780323, -29712.359103253213, -29573.935099199287, -29488.90015414668, -29439.03728284936, -29408.205370026502, -29386.151578895562, -29368.217185922593, -29353.13873665648, -29340.91965655496, -29331.55450919907, -29324.69145622479, -29319.78575492452, -29316.297932354406, -29313.791666971596, -29311.951161121833, -29310.5616970931, -29309.48167367408, -29308.618431425093, -29307.910844538972, -29307.317852518623, -29306.81122578481, -29306.37107447903, -29305.983054282522, -29305.636602888713, -29305.323802171362, -29305.03862480541, -29304.776422009883, -29304.533566445858, -29304.307197755632, -29304.095037872477, -29303.895254944968, -29303.706361864126, -29303.527139856247, -29303.356580490487, -29303.193841366327, -29303.038212053012, -29302.889087766518, -29302.745948920063, -29302.608345155335, -29302.475882807186, -29302.348215010035, -29302.225033844996, -29302.106064069907, -29301.991058082087, -29301.879791845284, -29301.77206157417, -29301.667681016865, -29301.56647921177, -29301.468298622865, -29301.372993578283, -29301.280428953614, -29301.190479053643, -29301.103026656154, -29301.01796218876, -29300.935183015696, -29300.85459281614, -29300.776101039075, -29300.69962242268, -29300.625076568394, -29300.55238756164, -29300.48148363254, -29300.412296851115, -29300.34476285254, -29300.2788205884, -29300.21441210089, -29300.15148231717, -29300.089978861528, -29300.02985188338, -29299.971053899448, -29299.913539648423, -29299.85726595716, -29299.802191616953, -29299.748277269104, -29299.695485298875, -29299.643779736994, -29299.59312616814, -29299.543491645687, -29299.494844612316, -29299.44715482583, -29299.4003932899, -29299.354532189274, -29299.30954482909, -29299.26540557803, -29299.222089814968, -29299.17957387888, -29299.137835021764, -29299.09685136438, -29299.056601854572, -29299.01706622803, -29298.97822497127, -29298.940059286746, -29298.902551059895, -29298.865682828015, -29298.829437750883, -29298.793799582934, -29298.758752646932, -29298.724281809045]",False,2011-12,False,PeriodIndex,True,PeriodIndex,True
2012-02,2012-02-01,2012Q1,2,50,637,1,-29350.643244689825,100,"[-32088.524039510336, -30673.82285402558, -30261.009091196793, -29972.31798092169, -29764.50901413944, -29625.814539230538, -29540.89191200673, -29491.205301734422, -29460.479829589844, -29438.450014587754, -29420.47563975596, -29405.316908850044, -29393.004549837322, -29383.55573159237, -29376.629224912045, -29371.680786743556, -29368.16681448115, -29365.646056866462, -29363.798615790074, -29362.40685507923, -29361.327268208435, -29360.466012920202, -29359.761249263935, -29359.171491182657, -29358.668256643203, -29358.231506332246, -29357.84680807143, -29357.503549046705, -29357.19378369234, -29356.911471741798, -29356.651960691855, -29356.41162535035, -29356.187611187415, -29355.97764818314, -29355.779913760445, -29355.592930636587, -29355.415489958257, -29355.246593004456, -29355.085406677994, -29354.931229326216, -29354.783464354045, -29354.641599748822, -29354.50519211223, -29354.373854143145, -29354.247244773356, -29354.12506135064, -29354.007033407983, -29353.89291766659, -29353.782494002582, -29353.67556216972, -29353.571939117923, -29353.47145678373, -29353.373960256373, -29353.2793062446, -29353.187361785443, -29353.098003149018, -29353.011114902998, -29352.926589107934, -29352.844324620593, -29352.764226486932, -29352.686205410093, -29352.610177281404, -29352.536062764695, -29352.463786926244, -29352.39327890354, -29352.32447160775, -29352.25730145527, -29352.1917081247, -29352.12763433606, -29352.06502564966, -29352.003830282178, -29351.943998938295, -29351.885484655955, -29351.82824266395, -29351.77223025058, -29351.717406642278, -29351.663732891167, -29351.611171770885, -29351.55968767974, -29351.509246550704, -29351.459815767572, -29351.411364086693, -29351.363861564038, -29351.3172794869, -29351.271590310054, -29351.226767595963, -29351.18278595866, -29351.139621011193, -29351.097249316128, -29351.055648339156, -29351.014796405354, -29350.97467265808, -29350.93525702016, -29350.896530157377, -29350.858473444005, -29350.82106893022, -29350.78429931139, -29350.748147898998, -29350.712598593138, -29350.67763585651, -29350.643244689825]",False,2012-01,False,PeriodIndex,True,PeriodIndex,True
2012-03,2012-03-01,2012Q1,3,50,638,1,-29409.37827450948,100,"[-32154.93685773051, -30728.620753656065, -30311.081394671826, -30019.47253115602, -29811.04714556509, -29673.92974672612, -29591.446942815677, -29543.808796693425, -29514.371287560665, -29493.127077582456, -29475.784823721013, -29461.273890085336, -29449.610218915732, -29440.73388480353, -29434.258084054036, -29429.638215045405, -29426.353908482197, -29423.991570486935, -29422.25434937003, -29420.940981634743, -29419.91866350232, -29419.10029371423, -29418.42826466196, -29417.86380937945, -29417.3802647887, -29416.958867350004, -29416.586120255903, -29416.25212106484, -29415.949477065613, -29415.672584811357, -29415.41713980536, -29415.17979515749, -29414.957919136847, -29414.749420011227, -29414.552617701756, -29414.366148645357, -29414.18889459591, -29414.01992891082, -29413.858475745496, -29413.703878858756, -29413.555577624953, -29413.413088482353, -29413.27599050353, -29413.143914106266, -29413.016532167872, -29412.893552986967, -29412.774714671745, -29412.65978063469, -29412.54853594966, -29412.440784384402, -29412.336345965006, -29412.235054961435, -29412.136758208584, -29412.04131369607, -29411.94858937475, -29411.858462139207, -29411.770816953936, -29411.685546097855, -29411.602548506722, -29411.521729197302, -29411.44299876011, -29411.366272910178, -29411.291472087145, -29411.218521097675, -29411.147348794224, -29411.07788778536, -29411.010074173613, -29410.943847317387, -29410.8791496141, -29410.815926302042, -29410.754125278894, -29410.693696935134, -29410.634594000694, -29410.57677140365, -29410.52018613952, -29410.464797150496, -29410.410565213348, -29410.3574528354, -29410.30542415787, -29410.254444865786, -29410.204482104065, -29410.155504399216, -29410.10748158615, -29410.060384739707, -29410.014186110617, -29409.96885906544, -29409.92437803024, -29409.880718437693, -29409.83785667744, -29409.795770049317, -29409.754436719442, -29409.71383567881, -29409.67394670425, -29409.634750321653, -29409.596227771242, -29409.558360974817, -29409.521132504757, -29409.48452555472, -29409.448523911975, -29409.413111931164, -29409.37827450948]",False,2012-02,False,PeriodIndex,True,PeriodIndex,True
2012-04,2012-04-01,2012Q2,1,50,639,1,-29450.282515433562,100,"[-32199.246615384727, -30770.04577158719, -30351.570171189705, -30059.603437328973, -29851.391848924555, -29714.576613467358, -29632.257284454856, -29584.704867157263, -29555.349733412797, -29534.18663639329, -29516.89880571948, -29502.402631444715, -29490.722019327863, -29481.814386766004, -29475.306850689016, -29470.66141412276, -29467.358941843617, -29464.984566230716, -29463.239563503557, -29461.921060827706, -29460.895124799586, -29460.07394751763, -29459.39951371414, -29458.832837459697, -29458.347147476037, -29457.923633423216, -29457.54878379451, -29457.21269695185, -29456.907987473074, -29456.629061019947, -29456.37162177641, -29456.13233015836, -29455.908560090575, -29455.698223894688, -29455.49964413144, -29455.311458694137, -29455.132549837894, -29454.9619906711, -29454.79900452491, -29454.642933903564, -29454.493216614177, -29454.349367309147, -29454.210963130827, -29454.07763248061, -29453.949046178175, -29453.82491045773, -29453.704961382246, -29453.588960357498, -29453.47669050315, -29453.367953695113, -29453.26256813661, -29453.160366347798, -29453.061193488942, -29452.964905950837, -29452.87137016085, -29452.780461564085, -29452.692063747687, -29452.606067682926, -29452.522371065057, -29452.440877734603, -29452.3614971672, -29452.284144021425, -29452.20873773595, -29452.135202169033, -29452.06346527448, -29451.993458809295, -29451.92511806886, -29451.858381646394, -29451.79319121364, -29451.729491320544, -29451.667229211584, -29451.606354657168, -29451.546819798372, -29451.488579003824, -29451.431588737338, -29451.3758074355, -29451.321195394117, -29451.267714662798, -29451.215328946906, -29451.16400351629, -29451.113705120217, -29451.06440190791, -29451.016063354407, -29450.968660191098, -29450.922164340776, -29450.876548856744, -29450.83178786568, -29450.787856514035, -29450.744730917613, -29450.702388114267, -29450.660806019216, -29450.619963383175, -29450.579839752732, -29450.54041543303, -29450.501671452614, -29450.463589530144, -29450.426152043037, -29450.389341997725, -29450.353143001645, -29450.31753923658, -29450.282515433562]",False,2012-03,False,PeriodIndex,True,PeriodIndex,True
2012-05,2012-05-01,2012Q2,2,50,640,1,-29489.052486316803,100,"[-32243.342277894844, -30810.472043025693, -30391.118487662046, -30098.977354132225, -29890.891256902247, -29754.02123593181, -29671.428403654078, -29623.55880172563, -29593.97303826367, -29572.700635473462, -29555.407854377627, -29540.971707445766, -29529.371188880395, -29520.531996939993, -29514.0699946467, -29509.449468940722, -29506.157923161034, -29503.78652688954, -29502.04063397212, -29500.719712615777, -29499.69101873089, -29498.86727370576, -29498.19064842324, -29497.622179847618, -29497.13505100247, -29496.710384231585, -29496.33460083302, -29495.997740958017, -29495.69237249496, -29495.412865553848, -29495.15489834416, -29494.91511301264, -29494.69087113955, -29494.480077099157, -29494.28104866785, -29494.092421160298, -29493.913075738506, -29493.74208537533, -29493.57867384592, -29493.42218441405, -29493.272055782298, -29493.127803516538, -29492.989005616837, -29492.855291243628, -29492.72633185531, -29492.60183419715, -29492.48153471737, -29492.365195088663, -29492.252598590007, -29492.143547161246, -29492.037858986754, -29491.93536649741, -29491.83591470529, -29491.739359804684, -29491.645567987624, -29491.55441443342, -29491.465782440206, -29491.379562673326, -29491.295652510504, -29491.213955467607, -29491.13438069227, -29491.056842514765, -29490.98126004773, -29490.907556827653, -29490.835660492456, -29490.7655024904, -29490.69701781624, -29490.630144771327, -29490.564824744855, -29490.501002013807, -29490.43862355949, -29490.37763889895, -29490.317999929695, -29490.259660786473, -29490.20257770871, -29490.14670891792, -29490.09201450386, -29490.03845631884, -29489.98599787939, -29489.934604274713, -29489.88424208123, -29489.8348792829, -29489.786485196688, -29489.739030402845, -29489.692486679607, -29489.646826942073, -29489.602025184722, -29489.55805642755, -29489.514896665423, -29489.47252282043, -29489.430912697077, -29489.39004494005, -29489.349898994456, -29489.310455068266, -29489.27169409694, -29489.233597709976, -29489.196148199328, -29489.159328489528, -29489.12312210947, -29489.087513165643, -29489.052486316803]",False,2012-04,False,PeriodIndex,True,PeriodIndex,True
2012-06,2012-06-01,2012Q2,3,50,641,1,-29534.578016786254,100,"[-32294.743311003353, -30858.526089210856, -30438.283421844964, -30145.588183056923, -29937.235927461646, -29800.2953222676, -29717.685915650236, -29669.79380338046, -29640.159516319378, -29618.80438265148, -29601.402494708236, -29586.852919778023, -29575.15626670517, -29566.247581164844, -29559.740610623616, -29555.092725163282, -29551.784637617508, -29549.402704337284, -29547.64943982274, -29546.322826010117, -29545.289395538617, -29544.461526429008, -29543.78122042304, -29543.209421748787, -29542.719254401698, -29542.291797848906, -29541.913439614305, -29541.574192211985, -29541.26660056618, -29540.985015580452, -29540.72509932825, -29540.48348033277, -29540.25750860322, -29540.045078619485, -29539.844499636336, -29539.65439957599, -29539.47365314277, -29539.301327631325, -29539.136641793855, -29538.978934426374, -29538.8276402378, -29538.682271208196, -29538.542402105042, -29538.407659163997, -29538.27771118847, -29538.152262506355, -29538.03104735869, -29537.91382539773, -29537.800378048425, -29537.690505545477, -29537.58402450158, -29537.48076589594, -29537.38057339718, -29537.28330195387, -29537.188816600825, -29537.09699144039, -29537.00770876671, -29536.920858307603, -29536.836336563872, -29536.754046229908, -29536.673895682572, -29536.595798527946, -29536.519673197225, -29536.44544258483, -29536.373033722935, -29536.302377487573, -29536.233408332297, -29536.166064045996, -29536.100285532135, -29536.036016606733, -29535.973203813235, -29535.91179625239, -29535.85174542554, -29535.79300509006, -29535.735531125632, -29535.679281410572, -29535.624215706914, -29535.570295553858, -29535.517484168573, -29535.465746353795, -29535.415048411734, -29535.365358063616, -29535.3166443746, -29535.26887768342, -29535.222029536577, -29535.17607262666, -29535.130980734422, -29535.086728674494, -29535.043292244278, -29535.00064817592, -29534.95877409116, -29534.917648458722, -29534.87725055425, -29534.837560422475, -29534.798558841496, -29534.7602272891, -29534.722547910926, -29534.68550349032, -29534.649077419926, -29534.613253674666, -29534.578016786254]",False,2012-05,False,PeriodIndex,True,PeriodIndex,True
2012-07,2012-07-01,2012Q3,1,50,642,1,-29562.319410374235,100,"[-32332.545758967666, -30893.636180228736, -30471.645116838372, -30176.999402023204, -29967.031230552886, -29829.063734442672, -29745.92229758203, -29697.766096660227, -29667.957982795222, -29646.45404202962, -29628.940330868973, -29614.34085443369, -29602.65372450839, -29593.78864751535, -29587.334240704455, -29582.733648391084, -29579.462666493753, -29577.107729758332, -29575.373291227184, -29574.059508402563, -29573.03471350275, -29572.21259951056, -29571.53607571683, -29570.96669916487, -29570.47800723596, -29570.05136134963, -29569.67334456773, -29569.334107417417, -29569.02629374683, -29568.74432619277, -29568.48391922182, -29568.24173973438, -29568.0151658151, -29567.802112375488, -29567.600903399856, -29567.41017727854, -29567.228816002436, -29567.055891785887, -29566.89062655018, -29566.732360976155, -29566.58053072578, -29566.43464806575, -29566.294287582816, -29566.15907501273, -29566.02867844961, -29565.902801382923, -29565.78117714442, -29565.6635644477, -29565.549743778734, -29565.439514452715, -29565.33269219527, -29565.229107139003, -29565.12860215071, -29565.031031423874, -29564.936259284976, -29564.84415917375, -29564.75461276556, -29564.66750921095, -29564.5827444724, -29564.500220742255, -29564.419845928984, -29564.341533201314, -29564.265200581704, -29564.19077058218, -29564.118169876718, -29564.047329005403, -29563.978182106264, -29563.91066667149, -29563.84472332513, -29563.78029561977, -29563.717329850162, -29563.655774881932, -29563.595581993985, -29563.536704732855, -29563.479098778345, -29563.42272181891, -29563.367533436245, -29563.313494997958, -29563.260569557857, -29563.208721763076, -29563.157917767407, -29563.108125150524, -29563.059312842364, -29563.01145105253, -29562.964511204053, -29562.918465871422, -29562.873288722403, -29562.828954463384, -29562.785438788134, -29562.742718329464, -29562.700770613865, -29562.65957401875, -29562.619107732105, -29562.57935171452, -29562.540286663334, -29562.50189397874, -29562.464155731817, -29562.42705463427, -29562.39057400982, -29562.35469776715, -29562.319410374235]",False,2012-06,False,PeriodIndex,True,PeriodIndex,True
2012-08,2012-08-01,2012Q3,2,50,643,1,-29612.44129529041,100,"[-32389.669427658722, -30948.713281686614, -30526.27995354793, -30230.836872840704, -30020.03261423925, -29881.299622320617, -29797.520753437668, -29748.92638206193, -29718.866676690835, -29697.21967858678, -29679.599824183177, -29664.898580447218, -29653.113347460516, -29644.163169249292, -29637.641995772072, -29632.992487208456, -29629.687008431534, -29627.308070331008, -29625.55685037744, -29624.23113345761, -29623.19765013922, -29622.369043763, -29621.68753914181, -29621.114243038177, -29620.6223921312, -29620.19314362201, -29619.812939579915, -29619.47183167813, -29619.162393441642, -29618.878996772415, -29618.617319016048, -29618.373999516967, -29618.146395591888, -29617.9324062479, -29617.730343082854, -29617.538834670217, -29617.35675508039, -29617.183170022614, -29617.017295982376, -29616.85846902358, -29616.706120827537, -29616.559760182616, -29616.418958600298, -29616.2833390702, -29616.152567213467, -29616.02634427711, -29615.904401547887, -29615.786495865934, -29615.672405994592, -29615.561929660427, -29615.454881120568, -29615.351089147593, -29615.250395346855, -29615.152652740344, -29615.057724565508, -29614.965483248823, -29614.875809522237, -29614.788591657372, -29614.703724797368, -29614.62111037041, -29614.540655571967, -29614.462272905148, -29614.385879770838, -29614.31139810031, -29614.238754024795, -29614.167877576834, -29614.098702419775, -29614.031165601606, -29613.96520733057, -29613.90077076988, -29613.83780184949, -29613.776249093207, -29613.716063459397, -29613.65719819405, -29613.599608694945, -29613.54325238586, -29613.488088599966, -29613.434078471466, -29613.381184834878, -29613.329372131182, -29613.278606320382, -29613.22885479983, -29613.18008632797, -29613.132270952963, -29613.085379945875, -29613.039385738055, -29612.99426186241, -29612.949982898273, -29612.906524419603, -29612.863862946266, -29612.821975898223, -29612.78084155234, -29612.740439001762, -29612.70074811755, -29612.661749512466, -29612.62342450685, -29612.585755096356, -29612.54872392137, -29612.51231423828, -29612.476509892047, -29612.44129529041]",False,2012-07,False,PeriodIndex,True,PeriodIndex,True
2012-09,2012-09-01,2012Q3,3,50,644,1,-29654.097805582835,100,"[-32430.85097357865, -30986.502698369295, -30564.37897504912, -30270.07025250611, -30060.50326261801, -29922.55618393157, -29839.07978599173, -29790.571624630735, -29760.571254516286, -29738.994786336883, -29721.4345567102, -29706.763824569163, -29694.980899302267, -29686.016319696697, -29679.475124162658, -29674.80646031943, -29671.485171474847, -29669.093996649113, -29667.33347054684, -29666.00059503474, -29664.961447899317, -29664.12819730041, -29663.442741647403, -29662.86596880723, -29662.370969994085, -29661.938806136197, -29661.55585582894, -29661.21212912075, -29660.90017243768, -29660.614340192413, -29660.350298545458, -29660.10467974148, -29659.874836600462, -29659.65866525287, -29659.454475395032, -29659.26089425641, -29659.076794855813, -29658.901241979154, -29658.733451219618, -29658.572757725648, -29658.418592213566, -29658.27046244802, -29658.1279388592, -29657.990643304744, -29657.858240232938, -29657.730429687937, -29657.606941734364, -29657.487531980965, -29657.37197795938, -29657.260076171904, -29657.15163966535, -29657.0464960213, -29656.944485677686, -29656.845460516015, -29656.74928266272, -29656.655823464534, -29656.56496260618, -29656.476587345212, -29656.390591844327, -29656.30687658472, -29656.225347848154, -29656.145917256814, -29656.068501362744, -29655.993021279777, -29655.91940235213, -29655.847573854968, -29655.777468722797, -29655.70902330245, -29655.642177127578, -29655.576872712416, -29655.51305536259, -29655.4506730012, -29655.38967600862, -29655.330017074615, -29655.2716510616, -29655.214534878003, -29655.15862736079, -29655.10388916632, -29655.05028266884, -29654.997771865896, -29654.946322290187, -29654.8959009272, -29654.846476138307, -29654.798017588742, -29654.750496180226, -29654.70388398778, -29654.658154200428, -29654.61328106555, -29654.56923983663, -29654.526006724034, -29654.48355884874, -29654.44187419876, -29654.40093158804, -29654.360710617748, -29654.32119163974, -29654.282355721974, -29654.24418461597, -29654.206660725955, -29654.169767079657, -29654.133487300787, -29654.097805582835]",False,2012-08,False,PeriodIndex,True,PeriodIndex,True
2012-10,2012-10-01,2012Q4,1,50,645,1,-29696.909151801985,100,"[-32481.241712332874, -31032.493567536054, -30609.316288205464, -30314.374754016564, -30104.440644915383, -29966.237156852178, -29882.57448113917, -29833.967663364892, -29803.947523042352, -29782.385519443873, -29764.823368765443, -29750.107803536783, -29738.243992288568, -29729.186092635173, -29722.559005701798, -29717.821054361462, -29714.448115374085, -29712.020080037793, -29710.233710981076, -29708.882699378002, -29707.83065020656, -29706.98802490902, -29706.295587287867, -29705.713480590155, -29705.21430607122, -29704.7787982874, -29704.39311453112, -29704.047111722604, -29703.73322813121, -29703.44574027202, -29703.1802571963, -29702.93336861247, -29702.70239521067, -29702.485208544425, -29702.28009929222, -29702.085679806318, -29701.900811344258, -29701.72454929655, -29701.556101672002, -29701.394797431654, -29701.240062190038, -29701.09139946002, -29700.948376090808, -29700.81061089265, -29700.67776569457, -29700.54953826804, -29700.42565668819, -29700.305874807826, -29700.189968597224, -29700.077733160928, -29699.96898028687, -29699.8635364168, -29699.761240951673, -29699.661944825682, -29699.5655092967, -29699.47180491253, -29699.380710620924, -29699.292112998006, -29699.205905574905, -29699.12198824645, -29699.040266748925, -29698.96065219637, -29698.883060666754, -29698.80741283108, -29698.733633619377, -29698.66165191906, -29698.591400301244, -29698.522814771823, -29698.455834544384, -29698.39040183238, -29698.326461658562, -29698.2639616798, -29698.20285202575, -29698.143085149844, -29698.08461569163, -29698.0274003492, -29697.97139776092, -29697.91656839549, -29697.862874449725, -29697.810279753365, -29697.75874968025, -29697.70825106547, -29697.658752127878, -29697.61022239763, -29697.562632648336, -29697.51595483345, -29697.47016202661, -29697.42522836564, -29697.381128999885, -29697.337840040735, -29697.29533851506, -29697.253602321354, -29697.212610188348, -29697.17234163611, -29697.13277693921, -29697.093897091992, -29697.055683775823, -29697.018119328, -29696.981186712455, -29696.944869491992, -29696.909151801985]",False,2012-09,False,PeriodIndex,True,PeriodIndex,True
2012-11,2012-11-01,2012Q4,2,50,646,1,-29738.961198277,100,"[-32529.877161527627, -31078.54000813236, -30653.344525409404, -30357.027182568425, -30146.3195818105, -30007.899251874678, -29924.30562088498, -29875.817904396717, -29845.866256063517, -29824.31577653548, -29806.73800917672, -29792.01028386238, -29780.15198195294, -29771.115393876833, -29764.517280373293, -29759.80882618649, -29756.46189031467, -29754.05496454507, -29752.284912318784, -29750.946140400127, -29749.903091757573, -29749.066980302283, -29748.379178562143, -29747.800299223367, -29747.30329774869, -29746.86917364438, -29746.48428200293, -29746.13862762218, -29745.824759654308, -29745.53703805503, -29745.271134899802, -29745.023687674584, -29744.79205341507, -29744.574131413734, -29744.36823358211, -29744.172988567807, -29743.98727016093, -29743.810143405797, -29743.64082375352, -29743.47864590189, -29743.3230398816, -29743.17351259535, -29743.02963348158, -29742.891023313277, -29742.757345390437, -29742.628298568452, -29742.50361170118, -29742.383039179134, -29742.266357319764, -29742.15336142422, -29742.043863358223, -29741.937689547613, -29741.834679303985, -29741.734683414787, -29741.637562946693, -29741.54318822229, -29741.45143793842, -29741.362198401344, -29741.27536285878, -29741.190830912972, -29741.108508001947, -29741.028304938627, -29740.950137499232, -29740.873926054155, -29740.799595235425, -29740.727073636088, -29740.656293537453, -29740.587190660794, -29740.519703940743, -29740.453775317852, -29740.389349548284, -29740.32637402875, -29740.26479863529, -29740.2045755743, -29740.145659244863, -29740.088006111135, -29740.031574583947, -29739.97632491083, -29739.922219073655, -29739.869220693305, -29739.817294940713, -29739.766408453866, -29739.71652926018, -29739.667626703864, -29739.619671377935, -29739.572635060445, -29739.526490654673, -29739.48121213296, -29739.43677448391, -29739.3931536628, -29739.350326544773, -29739.308270880945, -29739.266965256844, -29739.226389053358, -29739.186522409807, -29739.14734618907, -29739.108841944682, -29739.070991889705, -29739.033778867262, -29738.99718632266, -29738.961198277]",False,2012-10,False,PeriodIndex,True,PeriodIndex,True
